Faction	RoutId	PartId	Sex	Genre	DetailType	ParticularType	Level	PartInfo	RoutInfo
1	1	1	1	2	6	161	10	»¤Éí·û	µ¶ÉÙ
1	1	2	1	2	3	632	10	ÒÂ·þ	µ¶ÉÙ
1	1	3	1	2	8	310	10	Ñü´ø	µ¶ÉÙ
1	1	4	1	2	7	312	10	Ð¬×Ó	µ¶ÉÙ
1	1	5	1	2	10	312	10	»¤Íó	µ¶ÉÙ
1	1	6	1	2	9	630	10	Ã±×Ó	µ¶ÉÙ
1	1	7	1	2	5	160	10	ÏîÁ´	µ¶ÉÙ
1	1	8	1	2	11	310	10	ÓñÅå	µ¶ÉÙ
1	1	9	1	2	4	160	10	½äÖ¸	µ¶ÉÙ
1	1	10	1	2	1	551	10	ÎäÆ÷	µ¶ÉÙ
1	1	1	2	2	6	161	10	»¤Éí·û	µ¶ÉÙ
1	1	2	2	2	3	642	10	ÒÂ·þ	µ¶ÉÙ
1	1	3	2	2	8	320	10	Ñü´ø	µ¶ÉÙ
1	1	4	2	2	7	322	10	Ð¬×Ó	µ¶ÉÙ
1	1	5	2	2	10	322	10	»¤Íó	µ¶ÉÙ
1	1	6	2	2	9	640	10	Ã±×Ó	µ¶ÉÙ
1	1	7	2	2	5	160	10	ÏîÁ´	µ¶ÉÙ
1	1	8	2	2	11	320	10	ÓñÅå	µ¶ÉÙ
1	1	9	2	2	4	160	10	½äÖ¸	µ¶ÉÙ
1	1	10	2	2	1	551	10	ÎäÆ÷	µ¶ÉÙ
1	2	1	1	2	6	161	10	»¤Éí·û	¹÷ÉÙ
1	2	2	1	2	3	612	10	ÒÂ·þ	¹÷ÉÙ
1	2	3	1	2	8	310	10	Ñü´ø	¹÷ÉÙ
1	2	4	1	2	7	312	10	Ð¬×Ó	¹÷ÉÙ
1	2	5	1	2	10	312	10	»¤Íó	¹÷ÉÙ
1	2	6	1	2	9	610	10	Ã±×Ó	¹÷ÉÙ
1	2	7	1	2	5	160	10	ÏîÁ´	¹÷ÉÙ
1	2	8	1	2	11	310	10	ÓñÅå	¹÷ÉÙ
1	2	9	1	2	4	160	10	½äÖ¸	¹÷ÉÙ
1	2	10	1	2	1	561	10	ÎäÆ÷	¹÷ÉÙ
1	2	1	2	2	6	161	10	»¤Éí·û	¹÷ÉÙ
1	2	2	2	2	3	622	10	ÒÂ·þ	¹÷ÉÙ
1	2	3	2	2	8	320	10	Ñü´ø	¹÷ÉÙ
1	2	4	2	2	7	322	10	Ð¬×Ó	¹÷ÉÙ
1	2	5	2	2	10	322	10	»¤Íó	¹÷ÉÙ
1	2	6	2	2	9	620	10	Ã±×Ó	¹÷ÉÙ
1	2	7	2	2	5	160	10	ÏîÁ´	¹÷ÉÙ
1	2	8	2	2	11	320	10	ÓñÅå	¹÷ÉÙ
1	2	9	2	2	4	160	10	½äÖ¸	¹÷ÉÙ
1	2	10	2	2	1	561	10	ÎäÆ÷	¹÷ÉÙ
2	1	1	1	2	6	161	10	»¤Éí·û	Ç¹Ìì
2	1	2	1	2	3	612	10	ÒÂ·þ	Ç¹Ìì
