Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		18	1	1	4	232540		2级玄晶
		18	1	1	5	42000		3级玄晶
		18	1	1	6	7000		4级玄晶
		18	1	1	7	700		5级玄晶
		1	1	1	7	3200		7级缠手
		1	1	2	7	3200		7级剑
		1	1	3	7	3200		7级刀
		1	1	4	7	3200		7级棍
		1	1	5	7	3200		7级枪
		1	1	6	7	3200		7级锤
		1	2	2	7	1600		7级飞刀
		1	2	3	7	1600		7级弩箭
		1	3	2	7	8000		7级男甲衣
		1	3	3	7	8000		7级男皮衣
		1	3	4	7	8000		7级男布衣
		1	3	6	7	4000		7级女甲衣
		1	3	7	7	4000		7级女皮衣
		1	3	8	7	4000		7级女布衣
		1	4	1	7	24000		7级戒指
		1	5	1	7	24000		7级项链
		1	6	1	7	24000		7级护身符
		1	7	1	7	24000		7级男鞋
		1	7	2	7	12000		7级女鞋
		1	8	1	7	24000		7级男腰带
		1	8	2	7	12000		7级女腰带
		1	9	2	7	8000		7级男甲帽
		1	9	3	7	8000		7级男皮帽
		1	9	4	7	8000		7级男布帽
		1	9	6	7	4000		7级女甲帽
		1	9	7	7	4000		7级女皮帽
		1	9	8	7	4000		7级女布帽
		1	10	1	7	24000		7级护腕
		1	10	2	7	12000		7级手镯
		1	11	1	7	16000		7级玉佩
		1	11	2	7	8000		7级香囊
		1	1	1	8	3200		8级缠手
		1	1	2	8	3200		8级剑
		1	1	3	8	3200		8级刀
		1	1	4	8	3200		8级棍
		1	1	5	8	3200		8级枪
		1	1	6	8	3200		8级锤
		1	2	2	8	1600		8级飞刀
		1	2	3	8	1600		8级弩箭
		1	3	2	8	8000		8级男甲衣
		1	3	3	8	8000		8级男皮衣
		1	3	4	8	8000		8级男布衣
		1	3	6	8	4000		8级女甲衣
		1	3	7	8	4000		8级女皮衣
		1	3	8	8	4000		8级女布衣
		1	4	1	8	24000		8级戒指
		1	5	1	8	24000		8级项链
		1	6	1	8	24000		8级护身符
		1	7	1	8	24000		8级男鞋
		1	7	2	8	12000		8级女鞋
		1	8	1	8	24000		8级男腰带
		1	8	2	8	12000		8级女腰带
		1	9	2	8	8000		8级男甲帽
		1	9	3	8	8000		8级男皮帽
		1	9	4	8	8000		8级男布帽
		1	9	6	8	4000		8级女甲帽
		1	9	7	8	4000		8级女皮帽
		1	9	8	8	4000		8级女布帽
		1	10	1	8	24000		8级护腕
		1	10	2	8	12000		8级手镯
		1	11	1	8	16000		8级玉佩
		1	11	2	8	8000		8级香囊
		18	1	114	2	99660		2级玄晶(绑定)
		18	1	114	3	18000		3级玄晶(绑定)
		18	1	114	4	3000		4级玄晶(绑定)
		18	1	114	5	300		5级玄晶(绑定)
