Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		18	1	1	4	135100		2级玄晶
		18	1	1	5	35000		3级玄晶
		18	1	1	6	7000		4级玄晶
		18	1	1	7	700		5级玄晶
		1	1	1	5	4000		5级缠手
		1	1	2	5	4000		5级剑
		1	1	3	5	4000		5级刀
		1	1	4	5	4000		5级棍
		1	1	5	5	4000		5级枪
		1	1	6	5	4000		5级锤
		1	2	2	5	2000		5级飞刀
		1	2	3	5	2000		5级弩箭
		1	3	2	5	10000		5级男甲衣
		1	3	3	5	10000		5级男皮衣
		1	3	4	5	10000		5级男布衣
		1	3	6	5	5000		5级女甲衣
		1	3	7	5	5000		5级女皮衣
		1	3	8	5	5000		5级女布衣
		1	4	1	5	30000		5级戒指
		1	5	1	5	30000		5级项链
		1	6	1	5	30000		5级护身符
		1	7	1	5	30000		5级男鞋
		1	7	2	5	15000		5级女鞋
		1	8	1	5	30000		5级男腰带
		1	8	2	5	15000		5级女腰带
		1	9	2	5	10000		5级男甲帽
		1	9	3	5	10000		5级男皮帽
		1	9	4	5	10000		5级男布帽
		1	9	6	5	5000		5级女甲帽
		1	9	7	5	5000		5级女皮帽
		1	9	8	5	5000		5级女布帽
		1	10	1	5	30000		5级护腕
		1	10	2	5	15000		5级手镯
		1	11	1	5	20000		5级玉佩
		1	11	2	5	10000		5级香囊
		1	1	1	6	4000		6级缠手
		1	1	2	6	4000		6级剑
		1	1	3	6	4000		6级刀
		1	1	4	6	4000		6级棍
		1	1	5	6	4000		6级枪
		1	1	6	6	4000		6级锤
		1	2	2	6	2000		6级飞刀
		1	2	3	6	2000		6级弩箭
		1	3	2	6	10000		6级男甲衣
		1	3	3	6	10000		6级男皮衣
		1	3	4	6	10000		6级男布衣
		1	3	6	6	5000		6级女甲衣
		1	3	7	6	5000		6级女皮衣
		1	3	8	6	5000		6级女布衣
		1	4	1	6	30000		6级戒指
		1	5	1	6	30000		6级项链
		1	6	1	6	30000		6级护身符
		1	7	1	6	30000		6级男鞋
		1	7	2	6	15000		6级女鞋
		1	8	1	6	30000		6级男腰带
		1	8	2	6	15000		6级女腰带
		1	9	2	6	10000		6级男甲帽
		1	9	3	6	10000		6级男皮帽
		1	9	4	6	10000		6级男布帽
		1	9	6	6	5000		6级女甲帽
		1	9	7	6	5000		6级女皮帽
		1	9	8	6	5000		6级女布帽
		1	10	1	6	30000		6级护腕
		1	10	2	6	15000		6级手镯
		1	11	1	6	20000		6级玉佩
		1	11	2	6	10000		6级香囊
		18	1	114	2	57900		2级玄晶(绑定)
		18	1	114	3	15000		3级玄晶(绑定)
		18	1	114	4	3000		4级玄晶(绑定)
		18	1	114	5	300		5级玄晶(绑定)
