NpcName	Class	NpcTemplateId	NpcType	NpcCamp	NpcLevel	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	NpcTreasure	NpcDroprate	XPos	YPos	NpcPosFile	Removewhendeath	Quantity	ChangeColorScheme
Nam Cung Uyển Nhi	0	1123	3	5	60	1	20	20	20	20	20	1		55776	106304		1		
Điềm Tửu Thúc	0	3561	3	5	60	1	20	20	20	20	20	1		46688	105408				
Thẩm Hà Diệp	0	3562	3	5	60	1	20	20	20	20	20	1		47264	106176				
Hách Phiêu Tịnh	0	3563	3	5	60	1	20	20	20	20	20	1		47616	106528				
Trương Trảm Kinh	0	3564	3	5	60	1	20	20	20	20	20	1		48448	104064				
Bất Động Tiên Sinh	0	3565	3	5	60	1	20	20	20	20	20	1		48992	104320				
Đại Lão Bạch	0	3566	3	5	60	1	20	20	20	20	20	1		50432	104832				
Tạ Hiền	0	3567	3	5	60	1	20	20	20	20	20	1		49952	106944				
Trương Tùng Đào	0	3568	3	5	60	1	20	20	20	20	20	1		47008	104768				
Mộc Lương	0	3569	3	5	60	1	20	20	20	20	20	1		47872	104192				
Bao Vạn Đồng	0	3573	3	5	60	1	20	20	20	20	20	1		49408	105152				
Công Bình Tử	0	2501	3	5	60	1	20	20	20	20	20	1		47936	107328				
Dã Luyện Đại Sư	0	3574	3	5	60	1	20	20	20	20	20	1		49600	106752				2
Lễ Quan	0	2601	3	5	60	1	20	20	20	20	20	1		51232	104448				
Diệp Chỉ Lâm	0	3576	3	5	60	1	20	20	20	20	20	1		45312	104992				
Thủ Khố	0	2599	3	5	60	1	20	20	20	20	20	1		46048	104320				
Thủ Khố	0	2599	3	5	60	1	20	20	20	20	20	1		46016	107232				
Thủ Khố	0	2599	3	5	60	1	20	20	20	20	20	1		51328	107104				
Thủ Khố	0	2599	3	5	60	1	20	20	20	20	20	1		52256	102432				
Xa Phu	0	2597	3	5	60	1	20	20	20	20	20	1		45536	103808				
Xa Phu	0	2597	3	5	60	1	20	20	20	20	20	1		46368	107872				
Xa Phu	0	2597	3	5	60	1	20	20	20	20	20	1		50976	107456				
Xa Phu	0	2597	3	5	60	1	20	20	20	20	20	1		51488	101856				
Bán Ngựa	0	2605	3	5	60	1	20	20	20	20	20	1		52736	103008				
Thạch Cổ Trấn	0	2525	4	5	1	1	20	20	20	20	20	1		53600	111584				
Đại Lý Đoàn Thị	0	2525	4	5	1	1	20	20	20	20	20	1		45760	112384				
Nhĩ Hải Ma Nham	0	2525	4	5	1	1	20	20	20	20	20	1		53536	99392				
Điểm Thương Sơn	0	2525	4	5	1	1	20	20	20	20	20	1		43296	100992				
Hoàng Cung Đại Lý	0	2525	4	5	1	1	20	20	20	20	20	1		56672	105408				
Hứa Trung Lưu	0	545	3	5	60	1	20	20	20	20	20	1		53376	103360				
Triệu Nguyên Tịnh	0	2607	3	5	60	1	20	20	20	20	20	1		52480	104704				
Hoàn Nhan Long Húc	0	2608	3	5	60	1	20	20	20	20	20	1		50784	103232				
Hoàng Thường	0	2606	3	5	60	1	20	20	20	20	20	1		54272	105120				
Tế Nặc La	0	550	3	5	60	1	20	20	20	20	20	1		51552	104800				
Hộ Vệ Bạch Hổ Đường	0	2654	3	5	60	1	20	20	20	20	20	1		49600	103520				
Vân Du Tăng Nhân	0	2625	3	5	60	1	20	20	20	20	20	1		48256	101472				
Quan Quân Nhu (nghĩa quân)	0	2711	3	5	60	1	20	20	20	20	20	1		49472	105088				
to_shiguzhen	1															\setting\map\map_info\dalifu\trap\to_shiguzhen.txt			
to_daliduanshi	1															\setting\map\map_info\dalifu\trap\to_daliduanshi.txt			
to_erhaimoyan	1															\setting\map\map_info\dalifu\trap\to_erhaimoyan.txt			
to_diancangshan	1															\setting\map\map_info\dalifu\trap\to_diancangshan.txt			
to_huanggong	1															\setting\map\map_info\dalifu\trap\to_huanggong.txt			
Tạ Mãn Đình	0	1048	3	5	60	1	20	20	20	20	20	1		48224	109696				
Thích Khách Bị Bắt	0	1047	3	5	60	1	20	20	20	20	20	1		45024	106336				
Mã Xuyên Sơn	0	2955	3	5	60	1	20	20	20	20	20	1		52640	106112				
Đại Tráng	0	650	3	5	60	1	20	20	20	20	20	1		48032	104768				
6032	0	6032	5	5	1	1	20	20	20	20	20	1		51264	102048				
6034	0	6034	5	5	1	1	20	20	20	20	20	1		46272	108224				
6034	0	6034	5	5	1	1	20	20	20	20	20	1		51232	102112				
6036	0	6036	5	5	1	1	20	20	20	20	20	1		46208	108288				
6043	0	6043	5	5	1	1	20	20	20	20	20	1		50272	103616				
6044	0	6044	5	5	1	1	20	20	20	20	20	1		49344	105856				
6044	0	6044	5	5	1	1	20	20	20	20	20	1		51328	102592				
Đổng Chính	0	6058	5	5	1	1	20	20	20	20	20	1		49952	102592				
6059	0	6059	5	5	1	1	20	20	20	20	20	1		50240	105984				
6067	0	6067	5	5	1	1	20	20	20	20	20	1		51104	105600				
6068	0	6068	5	5	1	1	20	20	20	20	20	1		49760	105504				
6074	0	6074	5	5	1	1	20	20	20	20	20	1		52544	100544				
6089	0	6089	5	5	1	1	20	20	20	20	20	1		45728	107488				
6089	0	6089	5	5	1	1	20	20	20	20	20	1		51456	107584				
6089	0	6089	5	5	1	1	20	20	20	20	20	1		51776	106816				
Tiểu Lực	0	6092	5	5	1	1	20	20	20	20	20	1		48768	104032				
6095	0	6095	5	5	1	1	20	20	20	20	20	1		47584	102496				
Tinh Tinh	0	6098	5	5	1	1	20	20	20	20	20	1		53536	105568				
6099	0	6099	5	5	1	1	20	20	20	20	20	1		49152	107200				
6102	0	6102	5	5	1	1	20	20	20	20	20	1		49024	107200				
6104	0	6104	5	5	1	1	20	20	20	20	20	1		53600	105568				
6105	0	6105	5	5	1	1	20	20	20	20	20	1		53664	105664				
6107	0	6107	5	5	1	1	20	20	20	20	20	1		49120	106464				
6109	0	6109	5	5	1	1	20	20	20	20	20	1		49376	107392				
6111	0	6111	5	5	1	1	20	20	20	20	20	1		49088	107104				
6112	0	6112	5	5	1	1	20	20	20	20	20	1		49472	107424				
Yên Nhiên	0	6113	5	5	1	1	20	20	20	20	20	1		47776	108256				
6113	0	6113	5	5	1	1	20	20	20	20	20	1		51104	105824				
6114	0	6114	5	5	1	1	20	20	20	20	20	1		53568	105792				
6116	0	6116	5	5	1	1	20	20	20	20	20	1		44960	106400				
6116	0	6116	5	5	1	1	20	20	20	20	20	1		44832	106528				
6116	0	6116	5	5	1	1	20	20	20	20	20	1		51648	103904				
6116	0	6116	5	5	1	1	20	20	20	20	20	1		51776	103776				
6116	0	6116	5	5	1	1	20	20	20	20	20	1		51904	104000				
