Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		2	9	406	6	350		×Ï×°PVP_¹÷ÉÙ¡¢ÌìÍõÀ×³Ø¹Ú
		2	9	407	7	250		×Ï×°PVP_¹÷ÉÙ¡¢ÌìÍõÒìÉñ¿ø
		2	9	408	8	150		×Ï×°PVP_¹÷ÉÙ¡¢ÌìÍõÍÌÁú¿ø
		2	9	416	6	175		×Ï×°PVP_¹÷ÉÙ¡¢ÌìÍõÏ·Ë®ô¢
		2	9	417	7	125		×Ï×°PVP_¹÷ÉÙ¡¢ÌìÍõÁúÁÛ¿ø
		2	9	418	8	75		×Ï×°PVP_¹÷ÉÙ¡¢ÌìÍõ·ïÃß¿ø
		2	9	426	6	350		×Ï×°PVP_µ¶ÉÙÉñÄ¾Êø´ø
		2	9	427	7	250		×Ï×°PVP_µ¶ÉÙÇàÉ··¢¹Ú
		2	9	428	8	150		×Ï×°PVP_µ¶ÉÙÉ½¹í·¢¹Ú
		2	9	436	6	175		×Ï×°PVP_µ¶ÉÙ°×ºç·¢´ø
		2	9	437	7	125		×Ï×°PVP_µ¶ÉÙ³àëàÃæÕÖ
		2	9	438	8	75		×Ï×°PVP_µ¶ÉÙõõÆ¤ÃæÕÖ
		2	9	446	6	350		×Ï×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½ÌÉñÄ¾Êø´ø
		2	9	447	7	250		×Ï×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½ÌÇàÉ··¢¹Ú
		2	9	448	8	150		×Ï×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½ÌÉ½¹í·¢¹Ú
		2	9	456	6	175		×Ï×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½Ì°×ºç·¢´ø
		2	9	457	7	125		×Ï×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½Ì³àëàÃæÕÖ
		2	9	458	8	75		×Ï×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½ÌõõÆ¤ÃæÕÖ
		2	9	466	6	350		×Ï×°PVP_ÕÆ¶¾ÀÅçð¹Ú
		2	9	467	7	250		×Ï×°PVP_ÕÆ¶¾¾øÓñÊø¶î
		2	9	468	8	150		×Ï×°PVP_ÕÆ¶¾×Ï½ðÊø¶î
		2	9	476	6	175		×Ï×°PVP_ÕÆ¶¾¶á»êîÎ
		2	9	477	7	125		×Ï×°PVP_ÕÆ¶¾ÖìÈ¸·¢½á
		2	9	478	8	75		×Ï×°PVP_ÕÆ¶¾Ú¤µû·¢½á
		2	9	486	6	350		×Ï×°PVP_Ö¸¶ÎÀ×³Ø¹Ú
		2	9	487	7	250		×Ï×°PVP_Ö¸¶ÎÒìÉñ¿ø
		2	9	488	8	150		×Ï×°PVP_Ö¸¶ÎÍÌÁú¿ø
		2	9	496	6	175		×Ï×°PVP_Ö¸¶ÎÏ·Ë®ô¢
		2	9	497	7	125		×Ï×°PVP_Ö¸¶ÎÁúÁÛ¿ø
		2	9	498	8	75		×Ï×°PVP_Ö¸¶Î·ïÃß¿ø
		2	9	506	6	350		×Ï×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒÀÅçð¹Ú
		2	9	507	7	250		×Ï×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒ¾øÓñÊø¶î
		2	9	508	8	150		×Ï×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒ×Ï½ðÊø¶î
		2	9	516	6	175		×Ï×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒ¶á»êîÎ
		2	9	517	7	125		×Ï×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒÖìÈ¸·¢½á
		2	9	518	8	75		×Ï×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒÚ¤µû·¢½á
		2	9	526	6	350		×Ï×°PVP_Õ½ÈÌÀ×³Ø¹Ú
		2	9	527	7	250		×Ï×°PVP_Õ½ÈÌÒìÉñ¿ø
		2	9	528	8	150		×Ï×°PVP_Õ½ÈÌÍÌÁú¿ø
		2	9	536	6	175		×Ï×°PVP_Õ½ÈÌÏ·Ë®ô¢
		2	9	537	7	125		×Ï×°PVP_Õ½ÈÌÁúÁÛ¿ø
		2	9	538	8	75		×Ï×°PVP_Õ½ÈÌ·ïÃß¿ø
		2	9	546	6	350		×Ï×°PVP_Ä§ÈÌ¡¢Ø¤°ïÉñÄ¾Êø´ø
		2	9	547	7	250		×Ï×°PVP_Ä§ÈÌ¡¢Ø¤°ïÇàÉ··¢¹Ú
		2	9	548	8	150		×Ï×°PVP_Ä§ÈÌ¡¢Ø¤°ïÉ½¹í·¢¹Ú
		2	9	556	6	175		×Ï×°PVP_Ä§ÈÌ¡¢Ø¤°ï°×ºç·¢´ø
		2	9	557	7	125		×Ï×°PVP_Ä§ÈÌ¡¢Ø¤°ï³àëàÃæÕÖ
		2	9	558	8	75		×Ï×°PVP_Ä§ÈÌ¡¢Ø¤°ïõõÆ¤ÃæÕÖ
		2	9	566	6	350		×Ï×°PVP_½£ÎäÀ×³Ø¹Ú
		2	9	567	7	250		×Ï×°PVP_½£ÎäÒìÉñ¿ø
		2	9	568	8	150		×Ï×°PVP_½£ÎäÍÌÁú¿ø
		2	9	576	6	175		×Ï×°PVP_½£ÎäÏ·Ë®ô¢
		2	9	577	7	125		×Ï×°PVP_½£ÎäÁúÁÛ¿ø
		2	9	578	8	75		×Ï×°PVP_½£Îä·ïÃß¿ø
		2	9	586	6	350		×Ï×°PVP_ÆøÎä¡¢À¥ÂØÀÅçð¹Ú
		2	9	587	7	250		×Ï×°PVP_ÆøÎä¡¢À¥ÂØ¾øÓñÊø¶î
		2	9	588	8	150		×Ï×°PVP_ÆøÎä¡¢À¥ÂØ×Ï½ðÊø¶î
		2	9	596	6	175		×Ï×°PVP_ÆøÎä¡¢À¥ÂØ¶á»êîÎ
		2	9	597	7	125		×Ï×°PVP_ÆøÎä¡¢À¥ÂØÖìÈ¸·¢½á
		2	9	598	8	75		×Ï×°PVP_ÆøÎä¡¢À¥ÂØÚ¤µû·¢½á
		2	9	806	6	50		³È×°PVP_¹÷ÉÙ¡¢ÌìÍõÀ×³Ø¹Ú
		2	9	807	7	35		³È×°PVP_¹÷ÉÙ¡¢ÌìÍõÒìÉñ¿ø
		2	9	808	8	20		³È×°PVP_¹÷ÉÙ¡¢ÌìÍõÍÌÁú¿ø
		2	9	816	6	25		³È×°PVP_¹÷ÉÙ¡¢ÌìÍõÏ·Ë®ô¢
		2	9	817	7	17		³È×°PVP_¹÷ÉÙ¡¢ÌìÍõÁúÁÛ¿ø
		2	9	818	8	10		³È×°PVP_¹÷ÉÙ¡¢ÌìÍõ·ïÃß¿ø
		2	9	826	6	50		³È×°PVP_µ¶ÉÙÉñÄ¾Êø´ø
		2	9	827	7	35		³È×°PVP_µ¶ÉÙÇàÉ··¢¹Ú
		2	9	828	8	20		³È×°PVP_µ¶ÉÙÉ½¹í·¢¹Ú
		2	9	836	6	25		³È×°PVP_µ¶ÉÙ°×ºç·¢´ø
		2	9	837	7	17		³È×°PVP_µ¶ÉÙ³àëàÃæÕÖ
		2	9	838	8	10		³È×°PVP_µ¶ÉÙõõÆ¤ÃæÕÖ
		2	9	846	6	50		³È×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½ÌÉñÄ¾Êø´ø
		2	9	847	7	35		³È×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½ÌÇàÉ··¢¹Ú
		2	9	848	8	20		³È×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½ÌÉ½¹í·¢¹Ú
		2	9	856	6	25		³È×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½Ì°×ºç·¢´ø
		2	9	857	7	17		³È×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½Ì³àëàÃæÕÖ
		2	9	858	8	10		³È×°PVP_µ¶¶¾¡¢ÌÆÃÅ¡¢Ã÷½ÌõõÆ¤ÃæÕÖ
		2	9	866	6	50		³È×°PVP_ÕÆ¶¾ÀÅçð¹Ú
		2	9	867	7	35		³È×°PVP_ÕÆ¶¾¾øÓñÊø¶î
		2	9	868	8	20		³È×°PVP_ÕÆ¶¾×Ï½ðÊø¶î
		2	9	876	6	25		³È×°PVP_ÕÆ¶¾¶á»êîÎ
		2	9	877	7	17		³È×°PVP_ÕÆ¶¾ÖìÈ¸·¢½á
		2	9	878	8	10		³È×°PVP_ÕÆ¶¾Ú¤µû·¢½á
		2	9	886	6	50		³È×°PVP_Ö¸¶ÎÀ×³Ø¹Ú
		2	9	887	7	35		³È×°PVP_Ö¸¶ÎÒìÉñ¿ø
		2	9	888	8	20		³È×°PVP_Ö¸¶ÎÍÌÁú¿ø
		2	9	896	6	25		³È×°PVP_Ö¸¶ÎÏ·Ë®ô¢
		2	9	897	7	17		³È×°PVP_Ö¸¶ÎÁúÁÛ¿ø
		2	9	898	8	10		³È×°PVP_Ö¸¶Î·ïÃß¿ø
		2	9	906	6	50		³È×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒÀÅçð¹Ú
		2	9	907	7	35		³È×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒ¾øÓñÊø¶î
		2	9	908	8	20		³È×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒ×Ï½ðÊø¶î
		2	9	916	6	25		³È×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒ¶á»êîÎ
		2	9	917	7	17		³È×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒÖìÈ¸·¢½á
		2	9	918	8	10		³È×°PVP_Æø¶Î¡¢´äÑÌ¡¢¶ëáÒÚ¤µû·¢½á
		2	9	926	6	50		³È×°PVP_Õ½ÈÌÀ×³Ø¹Ú
		2	9	927	7	35		³È×°PVP_Õ½ÈÌÒìÉñ¿ø
		2	9	928	8	20		³È×°PVP_Õ½ÈÌÍÌÁú¿ø
		2	9	936	6	25		³È×°PVP_Õ½ÈÌÏ·Ë®ô¢
		2	9	937	7	17		³È×°PVP_Õ½ÈÌÁúÁÛ¿ø
		2	9	938	8	10		³È×°PVP_Õ½ÈÌ·ïÃß¿ø
		2	9	946	6	50		³È×°PVP_Ä§ÈÌ¡¢Ø¤°ïÉñÄ¾Êø´ø
		2	9	947	7	35		³È×°PVP_Ä§ÈÌ¡¢Ø¤°ïÇàÉ··¢¹Ú
		2	9	948	8	20		³È×°PVP_Ä§ÈÌ¡¢Ø¤°ïÉ½¹í·¢¹Ú
		2	9	956	6	25		³È×°PVP_Ä§ÈÌ¡¢Ø¤°ï°×ºç·¢´ø
		2	9	957	7	17		³È×°PVP_Ä§ÈÌ¡¢Ø¤°ï³àëàÃæÕÖ
		2	9	958	8	10		³È×°PVP_Ä§ÈÌ¡¢Ø¤°ïõõÆ¤ÃæÕÖ
		2	9	966	6	50		³È×°PVP_½£ÎäÀ×³Ø¹Ú
		2	9	967	7	35		³È×°PVP_½£ÎäÒìÉñ¿ø
		2	9	968	8	20		³È×°PVP_½£ÎäÍÌÁú¿ø
		2	9	976	6	25		³È×°PVP_½£ÎäÏ·Ë®ô¢
		2	9	977	7	17		³È×°PVP_½£ÎäÁúÁÛ¿ø
		2	9	978	8	10		³È×°PVP_½£Îä·ïÃß¿ø
		2	9	986	6	50		³È×°PVP_ÆøÎä¡¢À¥ÂØÀÅçð¹Ú
		2	9	987	7	35		³È×°PVP_ÆøÎä¡¢À¥ÂØ¾øÓñÊø¶î
		2	9	988	8	20		³È×°PVP_ÆøÎä¡¢À¥ÂØ×Ï½ðÊø¶î
		2	9	996	6	25		³È×°PVP_ÆøÎä¡¢À¥ÂØ¶á»êîÎ
		2	9	997	7	17		³È×°PVP_ÆøÎä¡¢À¥ÂØÖìÈ¸·¢½á
		2	9	998	8	10		³È×°PVP_ÆøÎä¡¢À¥ÂØÚ¤µû·¢½á
		18	1	1	1	549893		1¼¶Ðþ¾§
		18	1	1	2	300000		2¼¶Ðþ¾§
		18	1	114	3	100000		3¼¶Ðþ¾§
		18	1	114	4	12500		4¼¶Ðþ¾§
		18	1	114	5	2500		5¼¶Ðþ¾§
		18	1	114	6	500		6¼¶Ðþ¾§
		18	1	114	7	100		7¼¶Ðþ¾§
		18	1	114	8	20		8¼¶Ðþ¾§
