Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		1	3	2	7	1500		7级男甲
		1	3	3	7	1500		7级男皮衣
		1	3	4	7	1500		7级男布衣
		1	3	6	7	750		7级女甲
		1	3	7	7	750		7级女皮衣
		1	3	8	7	750		7级女布衣
		1	7	1	7	5000		7级男鞋子
		1	7	2	7	2000		7级女鞋子
		1	10	1	7	5000		7级护腕
		1	10	2	7	2000		7级手镯
		1	8	1	7	5000		7级腰带
		1	8	2	7	2000		7级腰带
		1	9	2	7	1500		7级男头盔
		1	9	3	7	1500		7级男皮帽
		1	9	4	7	1500		7级男布帽
		1	9	6	7	750		7级女头盔
		1	9	7	7	750		7级女皮帽
		1	9	8	7	750		7级女布帽
		1	1	1	7	400		7级缠手
		1	1	2	7	400		7级剑
		1	1	3	7	400		7级刀
		1	1	4	7	400		7级棍
		1	1	5	7	400		7级枪
		1	1	6	7	400		7级锤
		1	2	2	7	200		7级飞刀
		1	2	3	7	200		7级袖箭
		1	4	1	7	2250		7级戒指
		1	5	1	7	2250		7级项链
		1	6	1	7	2250		7级护身符
		1	11	1	7	1500		7级玉佩
		1	11	2	7	750		7级香囊
		18	1	1	1	10000		1级玄晶
		18	1	1	2	1000		2级玄晶
		18	1	1	3	100		3级玄晶
		17	3	3	3	300000		承仙蜜（大）
