Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		1	1	1	10	400		10级缠手
		1	1	6	10	400		10级锤
		1	1	3	10	400		10级刀
		1	2	2	10	200		10级飞刀
		1	1	4	10	400		10级棍
		1	6	1	10	2250		10级护身符
		1	10	1	10	5000		10级护腕
		1	1	2	10	400		10级剑
		1	4	1	10	2250		10级戒指
		1	9	4	10	1500		10级男布帽
		1	3	4	10	1500		10级男布衣
		1	3	2	10	1500		10级男甲
		1	9	3	10	1500		10级男皮帽
		1	3	3	10	1500		10级男皮衣
		1	9	2	10	1500		10级男头盔
		1	7	1	10	5000		10级男鞋子
		1	9	8	10	750		10级女布帽
		1	3	8	10	750		10级女布衣
		1	3	6	10	750		10级女甲
		1	9	7	10	750		10级女皮帽
		1	3	7	10	750		10级女皮衣
		1	9	6	10	750		10级女头盔
		1	7	2	10	2000		10级女鞋子
		1	1	5	10	400		10级枪
		1	10	2	10	2000		10级手镯
		1	11	2	10	750		10级香囊
		1	5	1	10	2250		10级项链
		1	2	3	10	200		10级袖箭
		1	8	1	10	5000		10级腰带
		1	8	2	10	2000		10级腰带
		1	11	1	10	1500		10级玉佩
		18	1	1	2	120000		2级玄晶
		18	1	114	3	60000		3级玄晶（绑定）
		18	1	114	4	6000		4级玄晶（绑定）
		18	1	114	5	1200		5级玄晶（绑定）
		17	3	1	5	300000		五花玉露丸
