NpcName	Class	NpcTemplateId	NpcType	NpcCamp	NpcLevel	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	NpcTreasure	NpcDroprate	XPos	YPos	NpcPosFile	Removewhendeath	Quantity	ChangeColorScheme
Phương Hành Giác	0	6762	3	5	150	1	20	20	20	20	20	1		50368	103072		1		
Đậu Hạo	0	6763	3	5	150	1	20	20	20	20	20	1		50368	102976				
Ba Khắc Tây	0	6764	3	5	150	1	20	20	20	20	20	1		50432	103008				
Lý Thăng Dương	0	6765	3	5	150	1	20	20	20	20	20	1		50464	102912				
Đoàn Trí Hưng	0	6766	3	5	150	1	20	20	20	20	20	1		50528	102912				
Dương Thiết Tâm	0	6767	3	5	150	1	20	20	20	20	20	1		50560	102816				
Huyền Từ	0	6768	3	5	150	1	20	20	20	20	20	1		50624	102816				
Đường Hiểu	0	6769	3	5	150	1	20	20	20	20	20	1		50656	102752				
Cổ Yên Nhiên	0	6770	3	5	150	1	20	20	20	20	20	1		50720	102720				
Vô Tưởng Sư Thái	0	6771	3	5	150	1	20	20	20	20	20	1		50752	102624				
Doãn Tiêu Vũ	0	6772	3	5	150	1	20	20	20	20	20	1		50816	102592				
Thạch Hiên Viên	0	6773	3	5	150	1	20	20	20	20	20	1		50880	102528				
Hoàn Nhan Tương	0	6774	3	5	150	1	20	20	20	20	20	1		50912	102464				
Vương Trùng Dương	0	6775	3	5	150	1	20	20	20	20	20	1		50976	102432				
Tống Thu Thạch	0	6776	3	5	150	1	20	20	20	20	20	1		51040	102400				
Điềm Tửu Thúc	0	6777	3	5	150	1	20	20	20	20	20	1		51104	102464				
Thẩm Hà Diệp	0	6778	3	5	150	1	20	20	20	20	20	1		51136	102560				
Hách Phiêu Tịnh	0	6779	3	5	150	1	20	20	20	20	20	1		51200	102624				
Trương Trảm Kinh	0	6780	3	5	150	1	20	20	20	20	20	1		51264	102688				
Bất Động Tiên Sinh	0	6781	3	5	150	1	20	20	20	20	20	1		51328	102752				
Đại Lão Bạch	0	6782	3	5	150	1	20	20	20	20	20	1		51392	102784				
Tạ Hiền	0	6783	3	5	150	1	20	20	20	20	20	1		51264	102592				
Trương Tùng Đào	0	6784	3	5	150	1	20	20	20	20	20	1		51328	102656				
Mộc Lương	0	6785	3	5	150	1	20	20	20	20	20	1		51456	102752				
Bạch Thu Lâm	0	6786	3	5	150	1	20	20	20	20	20	1		51456	102880				
