NpcName	Class	NpcTemplateId	NpcType	NpcCamp	NpcLevel	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	NpcTreasure	NpcDroprate	XPos	YPos	NpcPosFile	Removewhendeath	Quantity	ChangeColorScheme
Bùi Viễn	0	3501	3	5	30	1	20	20	20	20	20	1		47904	105728		1		
Tịch Huyễn	0	3507	3	5	30	1	20	20	20	20	20	1		47680	104704		1		
Đường Tế Dân	0	3513	3	5	30	1	20	20	20	20	20	1		48768	105632		1		
Biên Nhất Xuân	0	3519	3	5	30	1	20	20	20	20	20	1		48320	106496		1		
Huyền Tịnh	0	3525	3	5	30	1	20	20	20	20	20	1		48992	106880		1		
Tô Nhã	0	3531	3	5	30	1	20	20	20	20	20	1		49600	106368		1		
La Tuấn	0	3537	3	5	30	1	20	20	20	20	20	1		51264	107296		1		
Tạ Phi Kinh	0	3543	3	5	30	1	20	20	20	20	20	1		51872	107776		1		
Minh Tuệ	0	3549	3	5	30	1	20	20	20	20	20	1		52576	108512		1		
Quy Kinh Tinh	0	3555	3	5	30	1	20	20	20	20	20	1		52640	107424		1		
Điềm Tửu Thúc	0	3561	3	5	60	1	20	20	20	20	20	1		53504	99968		1		
Thẩm Hà Diệp	0	3562	3	5	60	1	20	20	20	20	20	1		53888	100512		1		
Hách Phiêu Tịnh	0	3563	3	5	60	1	20	20	20	20	20	1		54400	100864		1		
Trương Trảm Kinh	0	3564	3	5	60	1	20	20	20	20	20	1		55328	101504		1		
Bất Động Tiên Sinh	0	3565	3	5	60	1	20	20	20	20	20	1		51520	104544		1		
Đại Lão Bạch	0	3566	3	5	60	1	20	20	20	20	20	1		51264	104224		1		
Tạ Hiền	0	3567	3	5	60	1	20	20	20	20	20	1		55392	103200		1		
Trương Tùng Đào	0	3568	3	5	60	1	20	20	20	20	20	1		49216	103648		1		
Mộc Lương	0	3569	3	5	60	1	20	20	20	20	20	1		50304	104960		1		
Bạch Thu Lâm	0	3570	3	5	90	1	20	20	20	20	20	1		50720	102208		1		
Long Ngũ Thái Gia	0	3571	3	5	150	1	20	20	20	20	20	1		52928	102112		1		
Thị Vệ Nghĩa Quân	0	3572	5	5	60	1	20	20	20	20	20	1				\setting\map\map_info\yonglezhen\npc\yijunshiwei.txt	1		
Bao Vạn Đồng	0	3573	3	5	60	1	20	20	20	20	20	1		52448	101568		1		
Dã Luyện Đại Sư	0	3574	3	5	60	1	20	20	20	20	20	3		52384	100672		1		2
Diệp Chỉ Lâm	0	3576	3	5	60	1	20	20	20	20	20	3		54816	103840		1		
Xa Phu	0	2597	3	5	60	1	20	20	20	20	20	3		53920	106464		1		
Xa Phu	0	2597	3	5	60	1	20	20	20	20	20	3		51360	100864		1		
