NpcName	Class	NpcTemplateId	NpcType	NpcCamp	NpcLevel	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	NpcTreasure	NpcDroprate	XPos	YPos	NpcPosFile	Removewhendeath	Quantity	ChangeColorScheme
Lạc Phạt Sơn	0	452	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	46144	105248		1		1
Tương Nhất Phàm	0	453	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	48672	106528		1		1
Doãn Đào	0	454	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	46880	104480		1		3
Bộc Tán Huân	0	456	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	43520	107808		1		
Chương Bạch Vũ	0	457	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	44320	107040		1		
Cai Ngục Huyền Tự Lao	0	240	3	5	60	1	20	20	20	20	20	1		49824	110816		1		
Tù Phạm Huyền Tự Lao	0	242	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt			\setting\map\map_info\jinguohuangling_2\npc\xuanzilaofanren.txt	1		3
Gia Luật Cừu	0	245	3	5	60	1	20	20	20	20	20	1		50912	112096		1		
Ngục Y	0	248	3	5	60	1	20	20	20	20	20	1		50368	108032		1		
Cai Ngục Thiên Tự Lao	0	249	3	5	60	1	20	20	20	20	20	1		45376	108032		1		
Tù Nhân Thiên Tự Lao	0	250	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt			\setting\map\map_info\jinguohuangling_2\npc\tianzilaofanren.txt	1		0
Cai Ngục Địa Tự Lao	0	251	3	5	60	1	20	20	20	20	20	1		46432	106816		1		
Ô Nhật Canh Đạt Lại	0	257	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	48160	107328		1		2
Cáp Đan Ba Đặc Nhĩ	0	258	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	47168	108288		1		3
Ngạch Nhĩ Đức Mộc Đồ	0	259	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	46720	107840		1		1
Cáp Tư Ô Lạp	0	260	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	47712	106848		1		2
Húc Nhật Can	0	261	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	47488	107552		1		
Biên Tuấn	0	262	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	48192	103200		1		0
Linh Vũ	0	263	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	47584	103872		1		
Tinh Hải	0	264	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	49376	105856		1		
Lạc Nghi	0	265	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt	50048	105152		1		
Thiết Phù Đồ Cao Thủ	0	266	3	5	60	1	20	20	20	20	20	1		49216	104032		1		
Hộ Vệ Thiết Phù Đồ	0	267	0	5	45	1	20	20	20	20	20	2	\setting\npc\droprate\droprate005.txt			\setting\map\map_info\jinguohuangling_2\npc\tiefutuhuwei.txt	1		
Thiên Mục Đạo Trưởng	0	270	3	5	60	1	20	20	20	20	20	1		42368	107872		1		
