ClassName	X	Y
108_shibing1_1	47936	102048
108_shibing2_1	48096	102048
108_tongshuai_1	48160	102368
108_shibing4_1	48320	102272
108_shibing5_1	48416	102528
108_shibing1_2	47936	102048
108_shibing2_2	48096	102048
108_tongshuai_2	48160	102368
108_shibing4_2	48320	102272
108_shibing5_2	48416	102528
108_shibing1_3	47936	102048
108_shibing2_3	48096	102048
108_tongshuai_3	48160	102368
108_shibing4_3	48320	102272
108_shibing5_3	48416	102528
108_shibing_1	47968	102336
108_shibing_1	47808	102208
108_shibing_1	48096	102464
108_shibing_1	47776	102464
108_shibing_1	47968	102656
108_shibing_1	47872	102560
108_shibing_1	48224	102592
108_shibing_1	48384	102720
108_shibing_1	48128	102784
108_shibing_1	48288	102912
108_shibing_2	47520	102912
108_shibing_2	47680	102720
108_shibing_2	47840	102848
108_shibing_2	47968	102944
108_shibing_2	48096	103104
108_shibing_2	47648	103008
108_shibing_2	47840	103200
108_shibing_2	47968	103360
108_shibing_2	48224	103264
108_shibing_2	48128	103520
108_shibing_3	47392	103712
108_shibing_3	47520	103840
108_shibing_3	47744	103488
108_shibing_3	47872	103616
108_shibing_3	48000	103744
108_shibing_3	47744	103712
108_shibing_3	47872	103872
108_shibing_3	47616	103968
108_shibing_3	47744	104096
108_shibing_3	47872	104224
108_gouhuo	47648	104032
109_jiguan_1	51840	102688
109_jiguan_2	50912	100320
109_jiguan_3	52704	99680
109_jiguan_4	54240	102112
109_zhuibing_1	51616	102656
109_zhuibing_1	51488	102816
109_zhuibing_1	51520	103072
109_zhuibing_1	51648	103200
109_zhuibing_1	51808	103264
109_zhuibing_1	51904	103168
109_zhuibing_1	51968	102976
109_zhuibing_1	51712	102944
109_zhuibing_2	50752	100480
109_zhuibing_2	50848	100864
109_zhuibing_2	50944	100864
109_zhuibing_2	51072	100832
109_zhuibing_2	51168	100736
109_zhuibing_2	50784	100704
109_zhuibing_2	51264	100672
109_zhuibing_2	51200	100416
109_zhuibing_3	52448	99616
109_zhuibing_3	52480	99904
109_zhuibing_3	52608	100064
109_zhuibing_3	52480	100096
109_zhuibing_3	52640	100256
109_zhuibing_3	52768	100192
109_zhuibing_3	52928	100160
109_zhuibing_3	53056	100000
109_zhuibing1_1	51008	100608
109_zhuibing1_2	53728	102496
109_zhuibing2_1	52704	99840
109_zhuibing2_2	54080	102016
109_zhuibing3	54080	102752
109_gouhuo	54080	102272
110_chubing	51680	104224
110_chubing	51360	104192
110_chubing	51680	103936
110_chubing	52128	103200
110_chubing	52128	103488
110_chuche	51232	103776
110_chuche	52288	104832
110_chujiang	52832	104768
110_chuma	52416	105120
110_chuma	52864	104128
110_chupao	51232	104064
110_chupao	52064	103744
110_chushi	52672	104928
110_chushi	52960	104640
110_chuxiang	52512	104480
110_chuxiang	53120	104480
110_hanbing	51616	104160
110_hanbing	52256	103584
110_hanbing	52512	104192
110_hanbing	52224	104768
110_hanbing	52800	104192
110_hanche	52352	105184
110_hanma	52064	103424
110_hanpao	51776	104032
