ClassName	X	Y
78_huopengchun	51104	102240
78_gouhuo	51072	102336
78_wanjiachushengdian	50976	103232
79_fengxueqing	51104	102112
79_gouhuo	51136	102208
79_wanjiachushengdian	51456	102848
80_murongsu	51616	103136
80_gouhuo	51552	103200
80_wanjiachushengdian	51232	103808
80_jiangshi	51040	103104
80_jiangshi	51040	103232
80_jiangshi	51104	103200
80_jiangshi	51168	103072
80_jiangshi	51104	103040
80_jiangshi	51200	102944
80_jiangshi	51264	103104
80_jiangshi	51296	102944
80_jiangshi	51264	103008
80_jiangshi	51328	102848
80_jiangshi	51424	102912
80_jiangshi	51456	102752
80_jiangshi	51232	103232
80_jiangshi	51200	103360
80_jiangshi	51392	103200
80_jiangshi	51328	103296
80_jiangshi	51456	103072
80_jiangshi	51520	102912
80_jiangshi	51584	102784
80_jiangshi	51648	102720
80_jiangshi	51648	102944
80_jiangshi	51648	103328
80_jiangshi	51520	103360
80_jiangshi	51232	103456
80_jiangshi	51360	103424
80_jiangshi	51456	103424
80_jiangshi	51616	103488
80_jiangshi	51648	103616
80_jiangshi	51552	103552
80_jiangshi	51456	103616
80_jiangshi	51360	103584
80_jiangshi	51360	103744
80_jiangshi	51488	103744
80_jiangshi	51584	103808
80_jiangshi	51744	102656
80_jiangshi	51744	102816
80_jiangshi	51712	102944
80_jiangshi	51872	102816
80_jiangshi	51840	102880
80_jiangshi	51808	102976
80_jiangshi	51744	103104
80_jiangshi	51968	102912
80_jiangshi	52064	103008
80_jiangshi	51968	103104
80_jiangshi	51904	103040
80_jiangshi	51872	103200
80_jiangshi	51936	103264
80_jiangshi	51808	103296
80_jiangshi	51712	103232
80_jiangshi	51744	103424
81_xiewuji	51552	102944
81_gouhuo	51616	103008
81_wanjiachushengdian	52128	103552
82_yinhuapopo	51520	101920
82_gouhuo	50880	102624
83_xiduoduo	51296	103136
83_gouhuo	51328	103136
84_gouhuo_lv6	51200	103264
