ClassName	X	Y
13_huabao_1	55200	98688
13_huabao_1	57216	100544
13_huabao_2	56416	98400
13_huabao_2	55584	100096
13_huabao_3	56480	98080
13_huabao_3	55424	98464
13_huabao_3	55296	99008
13_huabao_3	55424	98848
13_huabao_3	54976	98720
13_huabao_3	55072	98496
13_huabao_3	55232	98368
13_huabao_3	55072	99040
13_huabao_3	55776	100512
13_huabao_3	57472	99776
13_huabao_3	57472	100160
13_huabao_3	56064	98272
13_huabao_3	56256	98144
13_huabao_3	55168	100384
13_huabao_3	56928	100416
13_huabao_3	56640	98304
13_huabao_3	56608	98656
13_huabao_3	56448	98688
13_huabao_3	55872	99680
13_huabao_3	55968	100192
13_huabao_3	56256	98432
13_huabao_3	56928	100032
13_huabao_3	57216	99776
13_huabao_3	57024	99776
13_huabao_3	57184	99552
13_huabao_3	56000	100672
13_huabao_3	55328	100160
13_huabao_3	55520	99808
13_jue	54912	97728
13_jue	55456	97920
13_gouhuo	55456	97920
13_wanjiachushengdian	54528	97600
14_jiguanfushou_1	59520	98048
14_jiguanfushou_1	60352	100032
14_jiguanfushou_2	59488	97792
14_jiguanfushou_2	59648	97792
14_jiguanfushou_2	59808	97920
14_jiguanfushou_2	59744	98112
14_jiguanfushou_2	59488	98336
14_jiguanfushou_2	59680	98336
14_jiguanfushou_2	60448	99552
14_jiguanfushou_2	60544	99744
14_jiguanfushou_2	60480	100192
14_jiguanfushou_2	59328	97856
14_jiguanfushou_2	59328	98336
14_jiguanfushou_2	60128	99808
14_jiguanfushou_2	60256	99648
14_jiguanfushou_2	60192	100064
14_jiguanfushou_2	60128	100288
14_jiguanfushou_2	60320	100288
14_xiaoxingjiguanshou_1	59712	99168
14_xiaoxingjiguanshou_1	60544	101920
14_xiaoxingjiguanshou_2	60512	101312
14_xiaoxingjiguanshou_2	59488	98976
14_xiaoxingjiguanshou_2	59712	98816
14_xiaoxingjiguanshou_2	59584	99264
14_xiaoxingjiguanshou_2	59840	99072
14_xiaoxingjiguanshou_2	59776	99296
14_xiaoxingjiguanshou_2	60288	101440
14_xiaoxingjiguanshou_2	60384	102080
14_xiaoxingjiguanshou_2	60352	101824
14_xiaoxingjiguanshou_2	59776	99552
14_xiaoxingjiguanshou_2	60096	99232
14_xiaoxingjiguanshou_2	59936	99360
14_xiaoxingjiguanshou_2	60480	101696
14_xiaoxingjiguanshou_2	60768	101824
14_xiaoxingjiguanshou_2	60512	102368
14_xiaoxingjiguanshou_2	60736	102208
14_wanglaohan	59360	96576
14_gouhuo	60608	103072
14_wanjiachushengdian	59488	96224
15_huabao_1	63552	103616
15_huabao_1	63744	101856
15_huabao_2	64576	100864
15_huabao_2	65024	104608
15_huabao_3	64192	101696
15_huabao_3	64448	101920
15_huabao_3	64160	102048
15_huabao_3	64000	101792
15_huabao_3	65024	104192
15_huabao_3	64896	103712
15_huabao_3	64672	103968
15_huabao_3	64832	104288
15_huabao_3	63968	103744
15_huabao_3	63648	103936
15_huabao_3	63744	103392
15_huabao_3	64064	103328
15_huabao_3	64576	101472
15_huabao_3	63936	100800
15_huabao_3	63968	101408
15_huabao_3	63680	101632
15_huabao_3	63840	102144
15_huabao_3	64832	101216
15_huabao_3	64608	101184
15_huabao_3	64416	100640
15_huabao_3	64160	100608
