ClassName	X	Y
52_yuanzhengjun_1	50624	104704
52_yuanzhengjun_1	51168	106624
52_yuanzhengjun_1	51232	105408
52_yuanzhengjun_1	52032	105984
52_yuanzhengjun_2	50624	104512
52_yuanzhengjun_2	50624	104896
52_yuanzhengjun_2	50528	104608
52_yuanzhengjun_2	50528	104832
52_yuanzhengjun_2	51104	105408
52_yuanzhengjun_2	51168	105280
52_yuanzhengjun_2	50720	104608
52_yuanzhengjun_2	50720	104832
52_yuanzhengjun_2	51104	104448
52_yuanzhengjun_2	51168	105568
52_yuanzhengjun_2	51168	106400
52_yuanzhengjun_2	51168	106848
52_yuanzhengjun_2	51072	106528
52_yuanzhengjun_2	51072	106752
52_yuanzhengjun_2	51360	105408
52_yuanzhengjun_2	51296	105280
52_yuanzhengjun_2	51200	104544
52_yuanzhengjun_2	51296	105568
52_yuanzhengjun_2	51264	106528
52_yuanzhengjun_2	51264	106752
52_yuanzhengjun_2	51968	105856
52_yuanzhengjun_2	51968	106112
52_yuanzhengjun_2	52096	105856
52_yuanzhengjun_2	52096	106112
52_yuanzhengjun_2	52160	105984
52_yuanzhengjun_2	51904	105984
52_dujun	51552	103328
52_dujun	51328	103680
52_dujun	51456	103808
52_dujun	51744	103488
52_jianjun	51648	103392
52_gouhuo	51648	103392
52_wanjiachushengdian	50080	105984
52_qinghua	50464	103840
52_qinghua	51168	102944
52_qinghua	50976	104224
52_qinghua	51392	104832
52_qinghua	52096	103872
52_qinghua	51744	106400
53_boss	47808	95680
53_boss	46656	96448
53_guaiwu_1	46528	94976
53_guaiwu_1	46464	95168
53_guaiwu_1	46560	95616
53_guaiwu_1	46496	95776
53_guaiwu_1	46624	95136
53_guaiwu_1	47008	95200
53_guaiwu_1	46624	95744
53_guaiwu_1	46912	95360
53_guaiwu_1	47008	95520
53_guaiwu_1	47520	95360
53_guaiwu_1	47392	95744
53_guaiwu_1	47584	95680
53_guaiwu_1	47808	95808
53_guaiwu_1	48000	95776
53_guaiwu_1	47840	96032
53_guaiwu_2	47392	97216
53_guaiwu_2	47584	97408
53_guaiwu_2	47456	97632
53_guaiwu_2	47264	97472
53_guaiwu_2	47648	96384
53_guaiwu_2	47904	96384
53_guaiwu_2	47680	96640
53_guaiwu_2	47872	96640
53_jiguan	47328	97632
53_xunbaozhe_husong	46048	95648
53_xunbaozhe_zhandou	47424	97536
53_wanjiachushengdian	45856	95360
53_qinghua	46976	94848
53_qinghua	47360	96736
53_qinghua	47200	97696
53_qinghua	47712	94752
53_qinghua	48064	96800
53_qinghua	48128	95744
54_yuanzhengjun_1	44192	89856
54_yuanzhengjun_1	44768	91424
54_yuanzhengjun_1	44288	90944
54_yuanzhengjun_1	44736	90144
54_yuanzhengjun_2	44192	89664
54_yuanzhengjun_2	44192	90048
54_yuanzhengjun_2	44096	89728
54_yuanzhengjun_2	44096	89952
54_yuanzhengjun_2	44288	89728
54_yuanzhengjun_2	44288	89952
54_yuanzhengjun_2	44160	90944
54_yuanzhengjun_2	44416	90944
54_yuanzhengjun_2	44352	90816
54_yuanzhengjun_2	44224	90816
54_yuanzhengjun_2	44224	91072
54_yuanzhengjun_2	44352	91072
54_yuanzhengjun_2	44352	90464
54_yuanzhengjun_2	44800	90016
54_yuanzhengjun_2	44672	90016
54_yuanzhengjun_2	44608	90144
54_yuanzhengjun_2	44864	90144
54_yuanzhengjun_2	44672	90272
54_yuanzhengjun_2	44800	90272
54_yuanzhengjun_2	44768	90816
54_yuanzhengjun_2	44768	91232
54_yuanzhengjun_2	44768	91616
54_yuanzhengjun_2	44864	91328
54_yuanzhengjun_2	44864	91520
54_yuanzhengjun_2	44672	91328
54_yuanzhengjun_2	44672	91520
54_dujun	45440	91872
54_dujun	45056	92448
54_dujun	45568	92864
54_dujun	45792	92640
54_jianjun	45760	92864
54_gouhuo	45760	92864
54_wanjiachushengdian	43776	89024
55_qiangdao_1	46208	88032
55_qiangdao_1	48192	88160
55_qiangdao_1	48224	87968
55_qiangdao_1	48128	87136
55_qiangdao_1	48352	87392
55_qiangdao_1	48544	87616
55_qiangdao_1	47392	87520
55_qiangdao_1	47968	87712
55_qiangdao_1	48064	88032
55_qiangdao_2	46528	88608
55_qiangdao_2	48224	88608
55_qiangdao_2	48192	87552
55_qiangdao_2	47776	88000
55_qiangdao_2	48064	89152
55_qiangdao_3	46016	87872
55_qiangdao_3	46176	87712
55_qiangdao_3	46336	87872
55_qiangdao_3	46176	88288
55_qiangdao_3	46336	88160
55_qiangdao_3	48128	88448
55_qiangdao_3	48320	88448
55_qiangdao_3	48128	88768
55_qiangdao_3	48320	88768
55_qiangdao_3	48416	88640
55_qiangdao_3	48032	88608
55_qiangdao_3	46016	88160
55_qiangdao_3	47232	87520
55_qiangdao_3	47328	87296
55_qiangdao_3	47488	87296
55_qiangdao_3	47328	87744
55_qiangdao_3	47488	87744
55_qiangdao_3	47584	87552
55_qiangdao_4	47296	89312
55_qiangdao_4	46944	89024
55_qiangdao_4	47200	88512
55_qiangdao_4	47424	88800
55_qiangdao_5	48384	86880
55_qiangdao_5	48704	86400
55_qiangdao_5	48928	86880
55_qiangdao_5	48640	87296
55_qiangdaotouling	48672	86848
55_qiangdaotouling	47168	88928
55_gouhuo	48576	87040
55_wanjiachushengdian	46784	86432
55_qinghua	45408	87808
55_qinghua	46624	89376
55_qinghua	47424	86976
55_qinghua	48096	89696
55_qinghua	48512	86368
55_qinghua	49024	87616
56_caocao	50912	89120
56_zhouyu	49824	93920
56_zhouyu	50048	94144
56_shibing_wei	49472	90784
56_shibing_wei	49408	91008
56_shibing_wei	49568	91008
56_shibing_wei	49632	90176
56_shibing_wei	49568	90368
56_shibing_wei	49952	89824
56_shibing_wei	50048	89952
56_shibing_wei	49920	90016
56_shibing_wei	50144	90624
56_shibing_wei	49920	90784
56_shibing_wei	49888	91008
56_shibing_wei	50048	90944
56_shibing_wei	49728	90336
56_shibing_wei	50400	89856
56_shibing_wei	50400	90080
56_shibing_wei	50528	89952
56_shibing_wei	50592	90432
56_shibing_wei	50176	90432
56_shibing_wei	50272	90560
56_shibing_wei	50816	89568
56_shibing_wei	50976	89568
56_shibing_wei	50912	89760
56_shibing_wei	50976	90336
56_shibing_wei	50976	90176
56_shibing_wei	51072	90464
56_shibing_wei	50688	90304
56_shibing_wei	50688	90528
56_shibing_wei	51296	90048
56_shibing_wei	51424	90208
56_shibing_wei	51296	90272
56_shibing_shu	49984	93088
56_shibing_shu	49920	93280
56_shibing_shu	50080	93280
56_shibing_shu	50560	92928
56_shibing_shu	50496	93120
56_shibing_shu	50656	93088
56_shibing_shu	50368	93664
56_shibing_shu	50496	93536
56_shibing_shu	50496	93792
56_shibing_shu	50944	92256
56_shibing_shu	50880	92448
56_shibing_shu	51008	92384
56_shibing_shu	51040	93312
56_shibing_shu	51008	93440
56_shibing_shu	51104	93408
56_shibing_shu	51616	92096
56_shibing_shu	51552	92288
56_shibing_shu	51424	92800
56_shibing_shu	52160	91904
56_shibing_shu	51712	92256
56_shibing_shu	52064	92320
56_shibing_shu	52512	90752
56_shibing_shu	52640	90624
56_shibing_shu	52608	90912
56_shibing_shu	52224	91680
56_shibing_shu	52320	91872
56_shibing_shu	52640	91392
56_shu_jiguan	50016	93952
56_wei_jiguan	50880	89280
56_ziyuan	51616	92704
56_qinzhong	51840	92544
56_wanjiachushengdian	51840	92544
56_qinghua	49120	91040
56_qinghua	49376	93152
56_qinghua	50016	89632
56_qinghua	51520	90304
56_qinghua	51264	93664
56_qinghua	52352	90720
57_tumuzhuang	50720	96384
57_tumuzhuang	50080	97024
57_tumuzhuang	50080	96800
57_tumuzhuang	50080	97280
57_tumuzhuang	50464	96544
57_tumuzhuang	50464	96768
57_tumuzhuang	50272	96768
57_tumuzhuang	50272	97024
57_tumuzhuang	50464	97024
57_tumuzhuang	50656	96768
57_tumuzhuang	50656	97024
57_tumuzhuang	50272	96544
57_tumuzhuang	50272	97280
57_tumuzhuang	50464	97280
57_tumuzhuang	50656	97280
57_tumuzhuang	50464	97568
57_tumuzhuang	50656	97568
57_tumuzhuang	50656	97856
57_tumuzhuang	50272	97568
57_tumuzhuang	50848	97024
57_tumuzhuang	51040	97024
57_tumuzhuang	50848	97280
57_tumuzhuang	51040	97280
57_tumuzhuang	50848	97568
57_tumuzhuang	51040	97568
57_tumuzhuang	50848	97856
57_tumuzhuang	51040	97856
57_tumuzhuang	50848	98144
57_tumuzhuang	51040	98144
57_tumuzhuang	51040	98400
