Template	ReactNpc	MapId	X	Y
0	0	31	1922	3425
0	0	31	1920	3460
0	0	31	1951	3469
0	0	31	1952	3423
0	0	31	1986	3429
0	0	31	1984	3464
3429	3420	31	1912	3462
3429	3420	31	1926	3410
3429	3420	31	1955	3412
3429	3420	31	1957	3456
3429	3420	31	1987	3417
3429	3420	31	1990	3474
3428	3415	31	1917	3411
3428	3415	31	1912	3426
3428	3415	31	1918	3442
3428	3415	31	1908	3446
3428	3415	31	1919	3476
3428	3415	31	1935	3408
3428	3415	31	1926	3450
3428	3415	31	1930	3429
3428	3415	31	1934	3447
3428	3415	31	1930	3480
3428	3415	31	1928	3465
3428	3415	31	1945	3417
3428	3415	31	1937	3422
3428	3415	31	1941	3435
3428	3415	31	1938	3472
3428	3415	31	1936	3460
3428	3415	31	1947	3458
3428	3415	31	1956	3395
3428	3415	31	1963	3406
3428	3415	31	1952	3443
3428	3415	31	1961	3430
3428	3415	31	1965	3447
3428	3415	31	1964	3469
3428	3415	31	1969	3420
3428	3415	31	1977	3412
3428	3415	31	1979	3427
3428	3415	31	1972	3436
3428	3415	31	1980	3450
3428	3415	31	1983	3441
3428	3415	31	1972	3460
3428	3415	31	1975	3474
3428	3415	31	1983	3483
3428	3415	31	1977	3493
3428	3415	31	1992	3405
3428	3415	31	1989	3453
3428	3415	31	1994	3438
3428	3415	31	1997	3424
3428	3415	31	1995	3459
0	0	114	1690	3542
0	0	114	1724	3554
0	0	114	1732	3480
0	0	114	1764	3584
0	0	114	1777	3498
0	0	114	1810	3614
3399	3420	114	1684	3553
3399	3420	114	1723	3540
3399	3420	114	1734	3491
3399	3420	114	1778	3486
3399	3420	114	1816	3612
3394	3420	114	1679	3514
3394	3415	114	1676	3540
3394	3415	114	1677	3560
3394	3415	114	1684	3530
3394	3415	114	1690	3571
3394	3415	114	1709	3511
3394	3415	114	1696	3522
3394	3415	114	1722	3481
3394	3415	114	1716	3496
3394	3415	114	1726	3503
3394	3415	114	1712	3549
3394	3415	114	1724	3570
3394	3415	114	1742	3472
3394	3415	114	1737	3508
3394	3415	114	1728	3523
3394	3415	114	1743	3523
3394	3415	114	1737	3542
3394	3415	114	1731	3553
3394	3415	114	1739	3556
3394	3415	114	1734	3576
3394	3415	114	1743	3577
3394	3415	114	1743	3599
3394	3415	114	1746	3487
3394	3415	114	1754	3477
3394	3415	114	1745	3504
3394	3415	114	1756	3508
3394	3415	114	1759	3492
3394	3415	114	1753	3497
3394	3415	114	1751	3528
3394	3415	114	1748	3551
3394	3415	114	1758	3544
3394	3415	114	1756	3566
3394	3415	114	1756	3605
3394	3415	114	1752	3589
3394	3415	114	1771	3487
3394	3415	114	1764	3476
3394	3415	114	1774	3514
3394	3415	114	1763	3516
3394	3415	114	1770	3545
3394	3415	114	1769	3528
3394	3415	114	1775	3579
3394	3415	114	1769	3568
3394	3415	114	1769	3598
3394	3415	114	1779	3536
3394	3415	114	1777	3561
3394	3415	114	1786	3571
3394	3415	114	1791	3558
3394	3415	114	1777	3608
3394	3415	114	1785	3587
3394	3415	114	1795	3579
3394	3415	114	1799	3596
3394	3415	114	1800	3618
3394	3415	114	1797	3631
3394	3415	114	1822	3599
3394	3415	114	1816	3593
3394	3415	114	1808	3627
3394	3415	114	1816	3623
3394	3415	114	1824	3617
0	0	87	1751	3735
0	0	87	1747	3810
0	0	87	1796	3689
0	0	87	1806	3784
0	0	87	1849	3737
0	0	87	1862	3681
3399	3420	87	1753	3798
3399	3420	87	1772	3735
3399	3420	87	1799	3708
3399	3420	87	1813	3768
3399	3420	87	1837	3744
3399	3420	87	1855	3687
3394	3415	87	1706	3753
3394	3415	87	1719	3713
3394	3415	87	1725	3773
3394	3415	87	1740	3692
3394	3415	87	1741	3734
3394	3415	87	1740	3783
3394	3415	87	1735	3802
3394	3415	87	1738	3824
3394	3415	87	1749	3759
3394	3415	87	1752	3824
3394	3415	87	1772	3659
3394	3415	87	1769	3709
3394	3415	87	1760	3723
3394	3415	87	1769	3762
3394	3415	87	1760	3748
3394	3415	87	1764	3811
3394	3415	87	1774	3820
3394	3415	87	1783	3640
3394	3415	87	1790	3678
3394	3415	87	1779	3694
3394	3415	87	1785	3709
3394	3415	87	1788	3737
3394	3415	87	1781	3751
3394	3415	87	1778	3779
3394	3415	87	1807	3675
3394	3415	87	1804	3752
3394	3415	87	1793	3759
3394	3415	87	1793	3783
3394	3415	87	1796	3841
3394	3415	87	1810	3638
3394	3415	87	1818	3689
3394	3415	87	1811	3719
3394	3415	87	1819	3747
3394	3415	87	1808	3802
3394	3415	87	1821	3833
3394	3415	87	1826	3655
3394	3415	87	1824	3708
3394	3415	87	1839	3716
3394	3415	87	1827	3730
3394	3415	87	1827	3761
3394	3415	87	1824	3780
3394	3415	87	1835	3812
3394	3415	87	1844	3674
3394	3415	87	1845	3763
3394	3415	87	1870	3672
3394	3415	87	1858	3665
3394	3415	87	1869	3704
3394	3415	87	1858	3728
3394	3415	87	1860	3754
3394	3415	87	1863	3789
3394	3415	87	1877	3689
3394	3415	87	1880	3767
0	0	123	1792	3657
0	0	123	1803	3703
0	0	123	1831	3705
0	0	123	1843	3621
0	0	123	1869	3593
0	0	123	1875	3648
3399	3420	123	1800	3657
3399	3420	123	1798	3711
3399	3420	123	1839	3702
3399	3420	123	1849	3616
3399	3420	123	1871	3603
3399	3420	123	1881	3649
3394	3415	123	1782	3656
3394	3415	123	1783	3692
3394	3415	123	1794	3642
3394	3415	123	1792	3672
3394	3415	123	1803	3668
3394	3415	123	1793	3696
3394	3415	123	1806	3683
3394	3415	123	1807	3724
3394	3415	123	1821	3618
3394	3415	123	1822	3643
3394	3415	123	1810	3631
3394	3415	123	1814	3675
3394	3415	123	1815	3689
3394	3415	123	1819	3708
3394	3415	123	1810	3712
3394	3415	123	1827	3611
3394	3415	123	1835	3620
3394	3415	123	1825	3667
3394	3415	123	1826	3692
3394	3415	123	1855	3572
3394	3415	123	1848	3628
3394	3415	123	1853	3638
3394	3415	123	1843	3649
3394	3415	123	1846	3669
3394	3415	123	1870	3582
3394	3415	123	1860	3589
3394	3415	123	1860	3644
3394	3415	123	1871	3639
3394	3415	123	1869	3653
3394	3415	123	1879	3611
3394	3415	123	1876	3591
0	0	115	1592	3118
0	0	115	1597	3160
0	0	115	1623	3137
0	0	115	1625	3177
0	0	115	1654	3158
0	0	115	1664	3209
3399	3420	115	1586	3105
3399	3420	115	1595	3145
3399	3420	115	1623	3122
3399	3420	115	1634	3179
3399	3420	115	1654	3144
3399	3420	115	1658	3195
3394	3415	115	1570	3132
3394	3415	115	1571	3104
3394	3415	115	1571	3180
3394	3415	115	1590	3086
3394	3415	115	1586	3160
3394	3415	115	1594	3203
3394	3415	115	1608	3094
3394	3415	115	1609	3136
3394	3415	115	1607	3157
3394	3415	115	1602	3172
3394	3415	115	1615	3188
3394	3415	115	1615	3172
3394	3415	115	1609	3217
3394	3415	115	1619	3152
3394	3415	115	1631	3163
3394	3415	115	1626	3193
3394	3415	115	1624	3232
3394	3415	115	1636	3092
3394	3415	115	1635	3129
3394	3415	115	1632	3147
3394	3415	115	1646	3139
3394	3415	115	1643	3157
3394	3415	115	1647	3176
3394	3415	115	1642	3215
3394	3415	115	1648	3103
3394	3415	115	1663	3165
3394	3415	115	1661	3227
3394	3415	115	1679	3133
3394	3415	115	1670	3184
3394	3415	115	1675	3213
3394	3415	115	1694	3170
0	0	94	1732	3542
0	0	94	1753	3606
0	0	94	1784	3568
0	0	94	1788	3636
0	0	94	1826	3612
0	0	94	1848	3673
3399	3420	94	1740	3555
3399	3420	94	1741	3604
3399	3420	94	1791	3555
3399	3420	94	1793	3654
3399	3420	94	1836	3614
3399	3420	94	1837	3671
3394	3415	94	1705	3631
3394	3415	94	1726	3561
3394	3415	94	1715	3574
3394	3415	94	1718	3646
3394	3415	94	1751	3532
3394	3415	94	1757	3579
3394	3415	94	1758	3626
3394	3415	94	1757	3685
3394	3415	94	1770	3566
3394	3415	94	1767	3608
3394	3415	94	1766	3588
3394	3415	94	1770	3641
3394	3415	94	1768	3624
3394	3415	94	1788	3594
3394	3415	94	1776	3594
3394	3415	94	1779	3621
3394	3415	94	1798	3580
3394	3415	94	1806	3598
3394	3415	94	1795	3614
3394	3415	94	1801	3632
3394	3415	94	1806	3617
3394	3415	94	1815	3591
3394	3415	94	1810	3645
3394	3415	94	1816	3619
3394	3415	94	1816	3694
3394	3415	94	1826	3636
3394	3415	94	1834	3690
3394	3415	94	1855	3571
3394	3415	94	1870	3584
3394	3415	94	1859	3653
3394	3415	94	1876	3637
0	0	122	1780	3535
0	0	122	1797	3483
0	0	122	1821	3511
0	0	122	1828	3459
0	0	122	1868	3417
0	0	122	1861	3474
3399	3420	122	1775	3527
3399	3420	122	1795	3494
3399	3420	122	1821	3526
3399	3420	122	1838	3452
3399	3420	122	1860	3413
3399	3420	122	1858	3484
3394	3415	122	1751	3507
3394	3415	122	1769	3519
3394	3415	122	1762	3511
3394	3415	122	1771	3539
3394	3415	122	1791	3542
3394	3415	122	1781	3550
3394	3415	122	1799	3452
3394	3415	122	1801	3472
3394	3415	122	1807	3460
3394	3415	122	1800	3509
3394	3415	122	1804	3493
3394	3415	122	1798	3554
3394	3415	122	1809	3447
3394	3415	122	1808	3481
3394	3415	122	1819	3456
3394	3415	122	1818	3473
3394	3415	122	1809	3515
3394	3415	122	1817	3503
3394	3415	122	1809	3504
3394	3415	122	1813	3490
3394	3415	122	1815	3522
3394	3415	122	1830	3478
3394	3415	122	1838	3466
3394	3415	122	1824	3489
3394	3415	122	1830	3503
3394	3415	122	1837	3491
3394	3415	122	1831	3518
3394	3415	122	1852	3405
3394	3415	122	1841	3397
3394	3415	122	1853	3446
3394	3415	122	1846	3443
3394	3415	122	1850	3484
3394	3415	122	1841	3477
3394	3415	122	1853	3470
3394	3415	122	1849	3458
3394	3415	122	1840	3508
3394	3415	122	1850	3499
3394	3415	122	1864	3402
3394	3415	122	1868	3485
3394	3415	122	1868	3465
3394	3415	122	1860	3460
3394	3415	122	1879	3419
3394	3415	122	1874	3405
3394	3415	122	1880	3437
3394	3415	122	1876	3475
3394	3415	122	1891	3443
3394	3415	122	1899	3455
0	0	101	1738	3619
0	0	101	1757	3545
0	0	101	1765	3508
0	0	101	1774	3568
0	0	101	1787	3454
0	0	101	1789	3525
3399	3420	101	1732	3630
3399	3420	101	1757	3503
3399	3420	101	1755	3558
3399	3420	101	1785	3469
3399	3420	101	1789	3510
3399	3420	101	1784	3558
3394	3415	101	1726	3610
3394	3415	101	1717	3595
3394	3415	101	1743	3468
3394	3415	101	1758	3436
