Template	ReactNpc	MapId	X	Y
0	0	125	1725	3535
0	0	125	1727	3612
0	0	125	1767	3495
0	0	125	1774	3573
0	0	125	1814	3539
0	0	125	1830	3460
3398	3419	125	1732	3525
3398	3419	125	1736	3614
3398	3419	125	1776	3497
3398	3419	125	1780	3588
3398	3419	125	1814	3554
3398	3419	125	1825	3473
3393	3414	125	1727	3556
3393	3414	125	1720	3605
3393	3414	125	1724	3587
3393	3414	125	1716	3586
3393	3414	125	1739	3514
3393	3414	125	1736	3543
3393	3414	125	1743	3558
3393	3414	125	1738	3601
3393	3414	125	1731	3631
3393	3414	125	1744	3498
3393	3414	125	1757	3494
3393	3414	125	1753	3516
3393	3414	125	1744	3530
3393	3414	125	1752	3544
3393	3414	125	1756	3568
3393	3414	125	1748	3618
3393	3414	125	1748	3637
3393	3414	125	1769	3483
3393	3414	125	1763	3509
3393	3414	125	1774	3516
3393	3414	125	1764	3529
3393	3414	125	1761	3545
3393	3414	125	1766	3563
3393	3414	125	1773	3552
3393	3414	125	1763	3584
3393	3414	125	1785	3506
3393	3414	125	1785	3527
3393	3414	125	1776	3539
3393	3414	125	1783	3555
3393	3414	125	1788	3572
3393	3414	125	1798	3514
3393	3414	125	1803	3530
3393	3414	125	1804	3551
3393	3414	125	1794	3551
3393	3414	125	1794	3530
3393	3414	125	1800	3567
3393	3414	125	1816	3448
3393	3414	125	1822	3489
3393	3414	125	1822	3507
3393	3414	125	1815	3522
3393	3414	125	1837	3450
3393	3414	125	1826	3445
3393	3414	125	1824	3541
3393	3414	125	1840	3464
0	0	100	1747	3517
0	0	100	1746	3564
0	0	100	1783	3485
0	0	100	1780	3544
0	0	100	1817	3476
0	0	100	1809	3525
3398	3419	100	1742	3575
3398	3419	100	1754	3507
3398	3419	100	1784	3499
3398	3419	100	1789	3549
3398	3419	100	1822	3467
3398	3419	100	1809	3511
3393	3414	100	1743	3468
3393	3414	100	1734	3478
3393	3414	100	1731	3545
3393	3414	100	1733	3562
3393	3414	100	1754	3453
3393	3414	100	1749	3481
3393	3414	100	1750	3497
3393	3414	100	1744	3532
3393	3414	100	1755	3550
3393	3414	100	1753	3534
