Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
	150					50000		
		1	1	1	10	45		10级缠手
		1	1	2	10	45		10级剑
		1	1	3	10	45		10级刀
		1	1	4	10	45		10级棍
		1	1	5	10	45		10级枪
		1	1	6	10	45		10级锤
		1	2	2	10	22		10级飞刀
		1	2	3	10	22		10级弩箭
		1	3	2	10	135		10级男甲衣
		1	3	3	10	135		10级男皮衣
		1	3	4	10	135		10级男布衣
		1	3	6	10	67		10级女甲衣
		1	3	7	10	67		10级女皮衣
		1	3	8	10	67		10级女布衣
		1	4	1	10	405		10级戒指
		1	5	1	10	405		10级项链
		1	7	1	10	405		10级男鞋
		1	7	2	10	202		10级女鞋
		1	9	2	10	135		10级男甲帽
		1	9	3	10	135		10级男皮帽
		1	9	4	10	135		10级男布帽
		1	9	6	10	67		10级女甲帽
		1	9	7	10	67		10级女皮帽
		1	9	8	10	67		10级女布帽
		1	10	1	10	405		10级护腕
		1	10	2	10	202		10级手镯
		1	11	1	10	270		10级玉佩
		1	11	2	10	135		10级香囊
		1	1	1	9	50		9级缠手
		1	1	2	9	50		9级剑
		1	1	3	9	50		9级刀
		1	1	4	9	50		9级棍
		1	1	5	9	50		9级枪
		1	1	6	9	50		9级锤
		1	2	2	9	25		9级飞刀
		1	2	3	9	25		9级弩箭
		1	3	2	9	150		9级男甲衣
		1	3	3	9	150		9级男皮衣
		1	3	4	9	150		9级男布衣
		1	3	6	9	75		9级女甲衣
		1	3	7	9	75		9级女皮衣
		1	3	8	9	75		9级女布衣
		1	4	1	9	450		9级戒指
		1	5	1	9	450		9级项链
		1	7	1	9	450		9级男鞋
		1	7	2	9	225		9级女鞋
		1	9	2	9	150		9级男甲帽
		1	9	3	9	150		9级男皮帽
		1	9	4	9	150		9级男布帽
		1	9	6	9	75		9级女甲帽
		1	9	7	9	75		9级女皮帽
		1	9	8	9	75		9级女布帽
		1	10	1	9	450		9级护腕
		1	10	2	9	225		9级手镯
		1	11	1	9	300		9级玉佩
		1	11	2	9	150		9级香囊
		18	1	114	2	3015		2级玄晶
		18	1	114	3	300		3级玄晶
		18	1	48	1	325		陈年西北望
		18	1	49	1	325		陈年稻花香
		18	1	50	1	325		陈年女儿红
		18	1	51	1	325		陈年杏花村
		18	1	52	1	325		陈年烧刀子
		18	1	80	1	4000		福袋
