Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
	120					50000		
		1	1	1	9	45		9级缠手
		1	1	2	9	45		9级剑
		1	1	3	9	45		9级刀
		1	1	4	9	45		9级棍
		1	1	5	9	45		9级枪
		1	1	6	9	45		9级锤
		1	2	2	9	22		9级飞刀
		1	2	3	9	22		9级弩箭
		1	3	2	9	135		9级男甲衣
		1	3	3	9	135		9级男皮衣
		1	3	4	9	135		9级男布衣
		1	3	6	9	67		9级女甲衣
		1	3	7	9	67		9级女皮衣
		1	3	8	9	67		9级女布衣
		1	4	1	9	405		9级戒指
		1	5	1	9	405		9级项链
		1	7	1	9	405		9级男鞋
		1	7	2	9	202		9级女鞋
		1	9	2	9	135		9级男甲帽
		1	9	3	9	135		9级男皮帽
		1	9	4	9	135		9级男布帽
		1	9	6	9	67		9级女甲帽
		1	9	7	9	67		9级女皮帽
		1	9	8	9	67		9级女布帽
		1	10	1	9	405		9级护腕
		1	10	2	9	202		9级手镯
		1	11	1	9	270		9级玉佩
		1	11	2	9	135		9级香囊
		1	1	1	8	50		8级缠手
		1	1	2	8	50		8级剑
		1	1	3	8	50		8级刀
		1	1	4	8	50		8级棍
		1	1	5	8	50		8级枪
		1	1	6	8	50		8级锤
		1	2	2	8	25		8级飞刀
		1	2	3	8	25		8级弩箭
		1	3	2	8	150		8级男甲衣
		1	3	3	8	150		8级男皮衣
		1	3	4	8	150		8级男布衣
		1	3	6	8	75		8级女甲衣
		1	3	7	8	75		8级女皮衣
		1	3	8	8	75		8级女布衣
		1	4	1	8	450		8级戒指
		1	5	1	8	450		8级项链
		1	7	1	8	450		8级男鞋
		1	7	2	8	225		8级女鞋
		1	9	2	8	150		8级男甲帽
		1	9	3	8	150		8级男皮帽
		1	9	4	8	150		8级男布帽
		1	9	6	8	75		8级女甲帽
		1	9	7	8	75		8级女皮帽
		1	9	8	8	75		8级女布帽
		1	10	1	8	450		8级护腕
		1	10	2	8	225		8级手镯
		1	11	1	8	300		8级玉佩
		1	11	2	8	150		8级香囊
		18	1	114	2	3015		2级玄晶
		18	1	114	3	300		3级玄晶
		18	1	48	1	325		陈年西北望
		18	1	49	1	325		陈年稻花香
		18	1	50	1	325		陈年女儿红
		18	1	51	1	325		陈年杏花村
		18	1	52	1	325		陈年烧刀子
		18	1	80	1	4000		福袋
