Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
	180					50000		
		1	1	1	10	90		10级缠手
		1	1	2	10	90		10级剑
		1	1	3	10	90		10级刀
		1	1	4	10	90		10级棍
		1	1	5	10	90		10级枪
		1	1	6	10	90		10级锤
		1	2	2	10	45		10级飞刀
		1	2	3	10	45		10级弩箭
		1	3	2	10	270		10级男甲衣
		1	3	3	10	270		10级男皮衣
		1	3	4	10	270		10级男布衣
		1	3	6	10	135		10级女甲衣
		1	3	7	10	135		10级女皮衣
		1	3	8	10	135		10级女布衣
		1	4	1	10	810		10级戒指
		1	5	1	10	810		10级项链
		1	7	1	10	810		10级男鞋
		1	7	2	10	405		10级女鞋
		1	9	2	10	270		10级男甲帽
		1	9	3	10	270		10级男皮帽
		1	9	4	10	270		10级男布帽
		1	9	6	10	135		10级女甲帽
		1	9	7	10	135		10级女皮帽
		1	9	8	10	135		10级女布帽
		1	10	1	10	810		10级护腕
		1	10	2	10	405		10级手镯
		1	11	1	10	540		10级玉佩
		1	11	2	10	270		10级香囊
		18	1	114	2	3000		2级玄晶
		18	1	114	3	300		3级玄晶
		18	1	48	1	325		陈年西北望
		18	1	49	1	325		陈年稻花香
		18	1	50	1	325		陈年女儿红
		18	1	51	1	325		陈年杏花村
		18	1	52	1	325		陈年烧刀子
		18	1	80	1	4000		福袋
