Name	Kind	QualityPrefix	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	MagicName1	MagicLevel1	MagicName2	MagicLevel2	MagicName3	MagicLevel3	MagicName4	MagicLevel4	MagicName5	MagicLevel5	MagicName6	MagicLevel6	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval	FightPower
Thanh Đồng Thúc Phát	Trang bị xanh_Thanh Đồng Thúc Phát (Côn Thiếu, Thiên Vương)	3	1	2	9	1	1	\image\item\equip\helm\m_kui_201_s.spr	\image\item\equip\helm\m_kui_201.spr	18			1	100	1			2	0	equip	0		damage_series_resist	1	5	-1	-1	-1	-1																																																																5	9	8	0									4	lifereplenish_v	20	20																																													lifemax_v	1	manamax_v	1																										
Tinh Thiết Thúc Phát	Trang bị xanh_Tinh Thiết Thúc Phát (Côn Thiếu, Thiên Vương)	3	1	2	9	2	2	\image\item\equip\helm\m_kui_202_s.spr	\image\item\equip\helm\m_kui_202.spr	18			1	200	1			2	0	equip	11		damage_series_resist	6	10	-1	-1	-1	-1																																																																5	19	8	0									4	lifereplenish_v	20	20																																													lifemax_v	1	manamax_v	2	lifereplenish_v	1																								
Song Diện Khôi	Trang bị xanh_Song Diện Khôi (Côn Thiếu, Thiên Vương)	3	1	2	9	3	3	\image\item\equip\helm\m_kui_203_s.spr	\image\item\equip\helm\m_kui_203.spr	18			1	500	1			2	0	equip	12		damage_series_resist	11	15	-1	-1	-1	-1																																																																5	29	8	0									4	lifereplenish_v	20	20																																													lifemax_v	2	manamax_v	2	lifereplenish_v	1																								
Minh Quang Khôi	Trang bị xanh_Minh Quang Khôi (Côn Thiếu, Thiên Vương)	3	1	2	9	4	4	\image\item\equip\helm\m_kui_204_s.spr	\image\item\equip\helm\m_kui_204.spr	18			1	1000	1			2	0	equip	12		damage_series_resist	16	20	-1	-1	-1	-1																																																																5	39	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					lifemax_v	2	manamax_v	2	lifereplenish_v	2	damage_poison_resist	1																						
Tế Lân Quán	Trang bị xanh_Tế Lân Quán (Côn Thiếu, Thiên Vương)	3	1	2	9	5	5	\image\item\equip\helm\m_kui_205_s.spr	\image\item\equip\helm\m_kui_205.spr	18			1	2000	1			2	0	equip	13		damage_series_resist	21	25	-1	-1	-1	-1																																																																5	49	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					lifemax_v	3	manamax_v	3	lifereplenish_v	2	damage_poison_resist	2																						
Lôi Trì Quán	Trang bị xanh_Lôi Trì Quán (Côn Thiếu, Thiên Vương)	3	1	2	9	6	6	\image\item\equip\helm\m_kui_206_s.spr	\image\item\equip\helm\m_kui_206.spr	18			1	3000	1	10500		2	0	equip	13		damage_series_resist	26	30	-1	-1	-1	-1																																																																5	59	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5																																					lifemax_v	4	manamax_v	3	lifereplenish_v	3	damage_poison_resist	2																						
Dị Thần Khôi	Trang bị xanh_Dị Thần Khôi (Côn Thiếu, Thiên Vương)	3	1	2	9	7	7	\image\item\equip\helm\m_kui_207_s.spr	\image\item\equip\helm\m_kui_207.spr	18			1	5000	1	18300		2	0	equip	14		damage_series_resist	31	35	-1	-1	-1	-1																																																																5	69	8	0									4	lifereplenish_v	20	20					8	lifemax_p	5	5					10	lifemax_v	80	80					12	state_weak_resisttime	160	160																					lifemax_v	4	manamax_v	4	lifereplenish_v	4	damage_poison_resist	3																						
Thôn Long Khôi	Trang bị xanh_Thôn Long Khôi (Côn Thiếu, Thiên Vương)	3	1	2	9	8	8	\image\item\equip\helm\m_kui_208_s.spr	\image\item\equip\helm\m_kui_208.spr	18			1	8000	1	30000		2	0	equip	14		damage_series_resist	36	40	-1	-1	-1	-1																																																																5	79	8	0									4	lifereplenish_v	22	22					8	lifemax_p	5	5					10	lifemax_v	90	90					12	state_weak_resisttime	170	170																					lifemax_v	5	manamax_v	4	lifereplenish_v	4	damage_poison_resist	4																						
Vũ Linh Khôi	Trang bị xanh_Vũ Linh Khôi (Côn Thiếu, Thiên Vương)	3	1	2	9	9	9	\image\item\equip\helm\m_kui_209_s.spr	\image\item\equip\helm\m_kui_209.spr	18			1	12000	1	40500		2	0	equip	15		damage_series_resist	41	45	-1	-1	-1	-1																																																																5	89	8	0									4	lifereplenish_v	24	24					8	lifemax_p	6	6					10	lifemax_v	100	100					12	state_weak_resisttime	180	180					14	state_weak_resistrate	120	120													lifemax_v	5	manamax_v	5	lifereplenish_v	5	damage_poison_resist	4																						
Yểm Nhật Khôi	Trang bị xanh_Yểm Nhật Khôi (Côn Thiếu, Thiên Vương)	3	1	2	9	10	10	\image\item\equip\helm\m_kui_210_s.spr	\image\item\equip\helm\m_kui_210.spr	18			1	22000	1	75000	0	2	0	equip	15		damage_series_resist	46	50	-1	-1	-1	-1																																																																5	99	8	0									4	lifereplenish_v	26	26					8	lifemax_p	7	7					10	lifemax_v	120	120					12	state_weak_resisttime	200	200					14	state_weak_resistrate	150	150					16	damage_poison_resist	175	175					lifemax_v	6	manamax_v	6	lifereplenish_v	5	damage_poison_resist	5					15	damage_poison_resist	80	80														
