Name	Kind	QualityPrefix	Category	Genre	DetailType	ParticularType	Level	Icon	View	ObjID	Intro	Help	Series	Price	ItemValue	MakeCost	RefineLevel	BindType	Valuable	ClassName	ResMale	ResFemale	BasicProp1Type	BasicProp1PA1Min	BasicProp1PA1Max	BasicProp1PA2Min	BasicProp1PA2Max	BasicProp1PA3Min	BasicProp1PA3Max	BasicProp2Type	BasicProp2PA1Min	BasicProp2PA1Max	BasicProp2PA2Min	BasicProp2PA2Max	BasicProp2PA3Min	BasicProp2PA3Max	BasicProp3Type	BasicProp3PA1Min	BasicProp3PA1Max	BasicProp3PA2Min	BasicProp3PA2Max	BasicProp3PA3Min	BasicProp3PA3Max	BasicProp4Type	BasicProp4PA1Min	BasicProp4PA1Max	BasicProp4PA2Min	BasicProp4PA2Max	BasicProp4PA3Min	BasicProp4PA3Max	BasicProp5Type	BasicProp5PA1Min	BasicProp5PA1Max	BasicProp5PA2Min	BasicProp5PA2Max	BasicProp5PA3Min	BasicProp5PA3Max	BasicProp6Type	BasicProp6PA1Min	BasicProp6PA1Max	BasicProp6PA2Min	BasicProp6PA2Max	BasicProp6PA3Min	BasicProp6PA3Max	BasicProp7Type	BasicProp7PA1Min	BasicProp7PA1Max	BasicProp7PA2Min	BasicProp7PA2Max	BasicProp7PA3Min	BasicProp7PA3Max	BasicProp8Type	BasicProp8PA1Min	BasicProp8PA1Max	BasicProp8PA2Min	BasicProp8PA2Max	BasicProp8PA3Min	BasicProp8PA3Max	BasicProp9Type	BasicProp9PA1Min	BasicProp9PA1Max	BasicProp9PA2Min	BasicProp9PA2Max	BasicProp9PA3Min	BasicProp9PA3Max	BasicProp10Type	BasicProp10PA1Min	BasicProp10PA1Max	BasicProp10PA2Min	BasicProp10PA2Max	BasicProp10PA3Min	BasicProp10PA3Max	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value	Enh1Times	EnhMA1Name	EnhMA1PA1Min	EnhMA1PA1Max	EnhMA1PA2Min	EnhMA1PA2Max	EnhMA1PA3Min	EnhMA1PA3Max	Enh2Times	EnhMA2Name	EnhMA2PA1Min	EnhMA2PA1Max	EnhMA2PA2Min	EnhMA2PA2Max	EnhMA2PA3Min	EnhMA2PA3Max	Enh3Times	EnhMA3Name	EnhMA3PA1Min	EnhMA3PA1Max	EnhMA3PA2Min	EnhMA3PA2Max	EnhMA3PA3Min	EnhMA3PA3Max	Enh4Times	EnhMA4Name	EnhMA4PA1Min	EnhMA4PA1Max	EnhMA4PA2Min	EnhMA4PA2Max	EnhMA4PA3Min	EnhMA4PA3Max	Enh5Times	EnhMA5Name	EnhMA5PA1Min	EnhMA5PA1Max	EnhMA5PA2Min	EnhMA5PA2Max	EnhMA5PA3Min	EnhMA5PA3Max	Enh6Times	EnhMA6Name	EnhMA6PA1Min	EnhMA6PA1Max	EnhMA6PA2Min	EnhMA6PA2Max	EnhMA6PA3Min	EnhMA6PA3Max	MagicName1	MagicLevel1	MagicName2	MagicLevel2	MagicName3	MagicLevel3	MagicName4	MagicLevel4	MagicName5	MagicLevel5	MagicName6	MagicLevel6	Str1Times	StrMA1Name	StrMA1PA1Min	StrMA1PA1Max	StrMA1PA2Min	StrMA1PA2Max	StrMA1PA3Min	StrMA1PA3Max	Str2Times	StrMA2Name	StrMA2PA1Min	StrMA2PA1Max	StrMA2PA2Min	StrMA2PA2Max	StrMA2PA3Min	StrMA2PA3Max	UnLockInterval	FightPower
Nam Bố Ngoa	Trang bị xanh_Nam Bố Ngoa (phần thưởng tân thủ)	3	1	2	7	1	1	\image\item\equip\boots\m_101_s.spr	\image\item\equip\boots\m_101.spr	22			2	1	1			1	0	equip			damage_series_resist	1	5	-1	-1	-1	-1																																																																5	1	8	0									4	lifereplenish_v	20	20																																													lifemax_v	1	manamax_v	1	fastwalkrun_p	1																								
Nữ Bố Ngoa	Trang bị xanh_Nữ Bố Ngoa (phần thưởng tân thủ)	3	1	2	7	2	1	\image\item\equip\boots\f_201_s.spr	\image\item\equip\boots\f_201.spr	22			2	1	1			1	0	equip			damage_series_resist	1	5	-1	-1	-1	-1																																																																5	1	8	1									4	lifereplenish_v	20	20																																													lifemax_v	1	manamax_v	1	fastwalkrun_p	1																								
Trường Ngoa	Trang bị xanh_Trường Ngoa cho tất cả hệ phái hệ Kim	3	1	2	7	3	1	\image\item\equip\boots\m_101_s.spr	\image\item\equip\boots\m_101.spr	22			3	100	1			2	0	equip			damage_series_resist	1	5	-1	-1	-1	-1																																																																5	1	8	0									4	lifereplenish_v	20	20																																													fastwalkrun_p	1	lifemax_v	1																										
Ô Cách Ngoa	Trang bị xanh_Ô Cách Ngoa cho tất cả hệ phái hệ Kim	3	1	2	7	4	2	\image\item\equip\boots\m_102_s.spr	\image\item\equip\boots\m_102.spr	22			3	200	1			2	0	equip			damage_series_resist	6	10	-1	-1	-1	-1																																																																5	11	8	0									4	lifereplenish_v	20	20																																													fastwalkrun_p	1	lifemax_v	2	manamax_v	1																								
Thị Vệ Ngoa	Trang bị xanh_Thị Vệ Ngoa cho tất cả hệ phái hệ Kim	3	1	2	7	5	3	\image\item\equip\boots\m_103_s.spr	\image\item\equip\boots\m_103.spr	22			3	500	1			2	0	equip			damage_series_resist	11	15	-1	-1	-1	-1																																																																5	21	8	0									4	lifereplenish_v	20	20																																													fastwalkrun_p	2	lifemax_v	2	manamax_v	1																								
Khảm Giáp Ngoa	Trang bị xanh_Khảm Giáp Ngoa cho tất cả hệ phái hệ Kim	3	1	2	7	6	4	\image\item\equip\boots\m_104_s.spr	\image\item\equip\boots\m_104.spr	22			3	1000	1			2	0	equip			damage_series_resist	16	20	-1	-1	-1	-1																																																																5	31	8	0									4	lifereplenish_v	20	20					8	manamax_p	15	15																																					fastwalkrun_p	2	lifemax_v	2	manamax_v	2	damage_fire_resist	1																						
Thần Hành Ngoa	Trang bị xanh_Thần Hành Ngoa cho tất cả hệ phái hệ Kim	3	1	2	7	7	5	\image\item\equip\boots\m_105_s.spr	\image\item\equip\boots\m_105.spr	22			3	2200	1			2	0	equip			damage_series_resist	21	25	-1	-1	-1	-1																																																																5	41	8	0									4	lifereplenish_v	20	20					8	manamax_p	15	15																																					fastwalkrun_p	3	lifemax_v	3	manamax_v	2	damage_fire_resist	2	damage2addmana_p	1																				
Phi Vũ Ngoa	Trang bị xanh_Phi Vũ Ngoa cho tất cả hệ phái hệ Kim	3	1	2	7	8	6	\image\item\equip\boots\m_106_s.spr	\image\item\equip\boots\m_106.spr	22			3	3500	1	10500		2	0	equip			damage_series_resist	26	30	-1	-1	-1	-1																																																																5	51	8	0									4	lifereplenish_v	20	20					8	manamax_p	15	15																																					fastwalkrun_p	4	lifemax_v	3	manamax_v	3	damage_fire_resist	2	damage2addmana_p	2																				
Ưng Sí Ngoa	Trang bị xanh_Ưng Sí Ngoa cho tất cả hệ phái hệ Kim	3	1	2	7	9	7	\image\item\equip\boots\m_107_s.spr	\image\item\equip\boots\m_107.spr	22			3	6000	1	18300		2	0	equip			damage_series_resist	31	35	-1	-1	-1	-1																																																																5	61	8	0									4	lifereplenish_v	20	20					8	manamax_p	15	15					10	lifemax_v	80	80					12	state_burn_resisttime	160	160																					fastwalkrun_p	4	lifemax_v	4	manamax_v	4	damage_fire_resist	3	damage2addmana_p	2																				
Tuyệt Hỏa Ngoa	Trang bị xanh_Tuyệt Hỏa Ngoa cho tất cả hệ phái hệ Kim	3	1	2	7	10	8	\image\item\equip\boots\m_108_s.spr	\image\item\equip\boots\m_108.spr	22			3	9000	1	30000		2	0	equip			damage_series_resist	36	40	-1	-1	-1	-1																																																																5	71	8	0									4	lifereplenish_v	22	22					8	manamax_p	15	15					10	lifemax_v	90	90					12	state_burn_resisttime	170	170																					fastwalkrun_p	5	lifemax_v	4	manamax_v	4	damage_fire_resist	4	damage2addmana_p	3																				
