Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		18	1	1	3	400000		3¼¶Ðþ¾§
		18	1	1	4	211600		4¼¶Ðþ¾§
		18	1	1	5	50000		5¼¶Ðþ¾§
		18	1	1	6	10000		6¼¶Ðþ¾§
		18	1	1	7	1000		7¼¶Ðþ¾§
		18	1	1	8	100		8¼¶Ðþ¾§
		2	2	47	7	2500		ÏÝÚåÌÆ7¼¶×Ï·Éµ¶(PvsP£©
		2	2	48	8	1500		ÏÝÚåÌÆ8¼¶×Ï·Éµ¶(PvsP£©
		2	2	57	7	2500		Ðä¼ýÌÆ7¼¶×ÏÐä¼ý(PvsP£©
		2	2	58	8	1500		Ðä¼ýÌÆ8¼¶×ÏÐä¼ý(PvsP£©
		2	2	87	7	350		ÏÝÚåÌÆ7¼¶³È·Éµ¶(PvsP£©
		2	2	88	8	200		ÏÝÚåÌÆ8¼¶³È·Éµ¶(PvsP£©
		2	2	97	7	350		Ðä¼ýÌÆ7¼¶³ÈÐä¼ý(PvsP£©
		2	2	98	8	200		Ðä¼ýÌÆ8¼¶³ÈÐä¼ý(PvsP£©
		2	1	408	7	2500		µ¶¶¾7¼¶×Ïµ¶(PvsP£©
		2	1	409	8	1500		µ¶¶¾8¼¶×Ïµ¶(PvsP£©
		2	1	418	7	2500		ÕÆ¶¾7¼¶×ÏÊÖ(PvsP£©
		2	1	419	8	1500		ÕÆ¶¾8¼¶×ÏÊÖ(PvsP£©
		2	1	768	7	350		µ¶¶¾7¼¶³Èµ¶(PvsP£©
		2	1	769	8	200		µ¶¶¾8¼¶³Èµ¶(PvsP£©
		2	1	778	7	350		ÕÆ¶¾7¼¶³ÈÊÖ(PvsP£©
		2	1	779	8	200		ÕÆ¶¾8¼¶³ÈÊÖ(PvsP£©
		2	1	948	7	2500		´¸Ã÷7¼¶×Ï´¸(PvsP£©
		2	1	949	8	1500		´¸Ã÷8¼¶×Ï´¸(PvsP£©
		2	1	958	7	2500		½£Ã÷7¼¶×Ï½£(PvsP£©
		2	1	959	8	1500		½£Ã÷8¼¶×Ï½£(PvsP£©
		2	1	988	7	350		´¸Ã÷7¼¶³È´¸(PvsP£©
		2	1	989	8	200		´¸Ã÷8¼¶³È´¸(PvsP£©
		2	1	998	7	350		½£Ã÷7¼¶³È½£(PvsP£©
		2	1	999	8	200		½£Ã÷8¼¶³È½£(PvsP£©
7500						30000		½ðÇ®7500
750						270000		½ðÇ®750
