Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		18	1	1	3	433700		3¼¶Ðþ¾§
		18	1	1	4	100000		4¼¶Ðþ¾§
		18	1	1	5	50000		5¼¶Ðþ¾§
		18	1	1	6	10000		6¼¶Ðþ¾§
		18	1	1	7	1000		7¼¶Ðþ¾§
		18	1	1	8	100		8¼¶Ðþ¾§
		2	1	867	6	400		µ¶À¥ÁÒÑæµ¶£¨6¼¶³È×°PvsP£©
		2	1	507	6	2667		µ¶À¥ÁÒÑæµ¶£¨6¼¶×Ï×°PvsP£©
		2	1	866	5	800		µ¶À¥ÔÂÑÀµ¶£¨5¼¶³È×°PvsP£©
		2	1	506	5	5333		µ¶À¥ÔÂÑÀµ¶£¨5¼¶×Ï×°PvsP£©
		2	1	896	5	800		½£À¥ÁúÈª½££¨5¼¶³È×°PvsP£©
		2	1	536	5	5333		½£À¥ÁúÈª½££¨5¼¶×Ï×°PvsP£©
		2	1	897	6	400		½£À¥ÍòØð½££¨6¼¶³È×°PvsP£©
		2	1	537	6	2667		½£À¥ÍòØð½££¨6¼¶×Ï×°PvsP£©
		2	1	876	5	800		½£ÎäÁúÈª½££¨5¼¶³È×°PvsP£©
		2	1	516	5	5333		½£ÎäÁúÈª½££¨5¼¶×Ï×°PvsP£©
		2	1	877	6	400		½£ÎäÍòØð½££¨6¼¶³È×°PvsP£©
		2	1	517	6	2667		½£ÎäÍòØð½££¨6¼¶×Ï×°PvsP£©
500						300000		½ðÇ®500
5000						50000		½ðÇ®5000
		2	1	886	5	800		ÆøÎäÁúÈª½££¨5¼¶³È×°PvsP£©
		2	1	526	5	5333		ÆøÎäÁúÈª½££¨5¼¶×Ï×°PvsP£©
		2	1	887	6	400		ÆøÎäÍòØð½££¨6¼¶³È×°PvsP£©
		2	1	527	6	2667		ÆøÎäÍòØð½££¨6¼¶×Ï×°PvsP£©
		2	1	1511	5	800		½£¹ÅÄ¹ÁúÈª½££¨5¼¶³È×°PvsP£©
		2	1	1491	5	5333		½£¹ÅÄ¹ÁúÈª½££¨5¼¶×Ï×°PvsP£©
		2	1	1512	6	400		½£¹ÅÄ¹ÍòØð½££¨6¼¶³È×°PvsP£©
		2	1	1492	6	2667		½£¹ÅÄ¹ÍòØð½££¨6¼¶×Ï×°PvsP£©
		2	2	209	5	800		Õë¹ÅÄ¹Á¬Öé¼ý£¨5¼¶³È×°PvsP£©
		2	2	189	5	5333		Õë¹ÅÄ¹Á¬Öé¼ý£¨5¼¶×Ï×°PvsP£©
		2	2	210	6	400		Õë¹ÅÄ¹µã´½¼ý£¨6¼¶³È×°PvsP£©
		2	2	190	6	2667		Õë¹ÅÄ¹µã´½¼ý£¨6¼¶×Ï×°PvsP£©
