Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		18	1	1	3	403900		3¼¶Ðþ¾§
		18	1	1	4	200000		4¼¶Ðþ¾§
		18	1	1	5	50000		5¼¶Ðþ¾§
		18	1	1	6	10000		6¼¶Ðþ¾§
		18	1	1	7	1000		7¼¶Ðþ¾§
		18	1	1	8	100		8¼¶Ðþ¾§
		2	1	508	7	2333		µ¶À¥7¼¶×Ïµ¶(PvsP£©
		2	1	509	8	1333		µ¶À¥8¼¶×Ïµ¶(PvsP£©
		2	1	518	7	2333		½£Îä7¼¶×Ï½£(PvsP£©
		2	1	519	8	1333		½£Îä8¼¶×Ï½£(PvsP£©
		2	1	528	7	2333		ÆøÎä7¼¶×Ï½£(PvsP£©
		2	1	529	8	1333		ÆøÎä8¼¶×Ï½£(PvsP£©
		2	1	538	7	2333		½£À¥7¼¶×Ï½£(PvsP£©
		2	1	539	8	1333		½£À¥8¼¶×Ï½£(PvsP£©
		2	1	868	7	333		µ¶À¥7¼¶³Èµ¶(PvsP£©
		2	1	869	8	167		µ¶À¥8¼¶³Èµ¶(PvsP£©
		2	1	878	7	333		½£Îä7¼¶³È½£(PvsP£©
		2	1	879	8	167		½£Îä8¼¶³È½£(PvsP£©
		2	1	888	7	333		ÆøÎä7¼¶³È½£(PvsP£©
		2	1	889	8	167		ÆøÎä8¼¶³È½£(PvsP£©
		2	1	898	7	333		½£À¥7¼¶³È½£(PvsP£©
		2	1	899	8	167		½£À¥8¼¶³È½£(PvsP£©
7500						30000		½ðÇ®7500
750						280000		½ðÇ®750
		2	1	1493	7	2334		½£¹ÅÄ¹7¼¶×Ï½£(PvsP£©
		2	1	1494	8	1334		½£¹ÅÄ¹8¼¶×Ï½£(PvsP£©
		2	2	191	7	2334		Õë¹ÅÄ¹7¼¶×ÏÐä¼ý(PvsP£©
		2	2	192	8	1334		Õë¹ÅÄ¹8¼¶×ÏÐä¼ý(PvsP£©
		2	1	1513	7	333		½£¹ÅÄ¹7¼¶³È½£(PvsP£©
		2	1	1514	8	167		½£¹ÅÄ¹8¼¶³È½£(PvsP£©
		2	2	211	7	333		Õë¹ÅÄ¹7¼¶³ÈÐä¼ý(PvsP£©
		2	2	212	8	167		Õë¹ÅÄ¹8¼¶³ÈÐä¼ý(PvsP£©
