MapId	TemplateId	PosX	PosY	
25	9917	1644	3154	
26	9917	1596	3197	
24	9917	1778	3534	
25	9918	1635	3119
25	9919	1664	3142
25	9920	1642	3180
25	9921	1608	3151
25	9918	1619	3067
25	9919	1597	3053
25	9920	1559	3045
25	9921	1669	3234
25	9918	1638	3236
25	9919	1549	3181
25	9920	1708	3109
25	9921	1741	3232
23	9918	1495	3177
23	9919	1592	3083
23	9920	1563	3110
23	9921	1568	3082
23	9918	1511	3075
23	9919	1628	3134
23	9920	1572	3157
23	9921	1455	3435
27	9918	1604	3226
27	9919	1625	3190
27	9920	1647	3244
27	9921	1622	3243
27	9918	1604	3165
27	9919	1653	3174
27	9920	1668	3249
27	9921	1589	3249
28	9918	1503	3294
28	9919	1521	3258
28	9920	1500	3257
28	9921	1466	3283
28	9918	1477	3328
28	9919	1555	3241
28	9920	1577	3292
28	9921	1589	3239
26	9918	1625	3137
26	9919	1669	3168
26	9920	1613	3191
26	9921	1589	3168
26	9918	1586	3216
26	9919	1538	3179
26	9920	1489	3179
26	9921	1658	3236
26	9918	1710	3183
26	9919	1560	3283
26	9920	1475	3285
26	9921	1597	3123
29	9918	1665	3947
29	9919	1633	3910
29	9920	1583	3920
29	9921	1652	3993
29	9918	1579	4009
29	9919	1675	3876
29	9920	1719	4013
29	9921	1569	3857
24	9918	1744	3496
24	9919	1777	3463
24	9920	1833	3510
24	9921	1806	3530
24	9918	1785	3573
24	9919	1479	3533
24	9920	1701	3521
24	9921	1854	3423
24	9918	1754	3406
24	9919	1729	3357
24	9920	1672	3369
24	9921	1711	3436
