Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
		18	1	1	7	60368		7¼¶Ðþ¾§£¨²»°ó¶¨£©
		18	1	1	8	8624		8¼¶Ðþ¾§£¨²»°ó¶¨£©
		18	1	1	9	1232		9¼¶Ðþ¾§£¨²»°ó¶¨£©
		18	1	1	10	176		10¼¶Ðþ¾§£¨²»°ó¶¨£©
		22	1	113	1	57703 		Áú»ê¼øËéÆ¬¡¤½äÖ¸£¨1¼¶£©
		22	1	112	1	100981 		Áú»ê¼øËéÆ¬¡¤ÒÂ·þ£¨1¼¶£©
		22	1	114	1	129832 		Áú»ê¼øËéÆ¬¡¤»¤Éí·û£¨1¼¶£©
		22	1	113	2	35509 		Áú»ê¼øËéÆ¬¡¤½äÖ¸£¨2¼¶£©
		22	1	112	2	62142 		Áú»ê¼øËéÆ¬¡¤ÒÂ·þ£¨2¼¶£©
		22	1	114	2	79897 		Áú»ê¼øËéÆ¬¡¤»¤Éí·û£¨2¼¶£©
		22	1	113	3	26632 		Áú»ê¼øËéÆ¬¡¤½äÖ¸£¨3¼¶£©
		22	1	112	3	46606 		Áú»ê¼øËéÆ¬¡¤ÒÂ·þ£¨3¼¶£©
		22	1	114	3	59922 		Áú»ê¼øËéÆ¬¡¤»¤Éí·û£¨3¼¶£©
		18	1	1675	1	120000		³àÒ¹·Éôá£¨³àÒ¹ÌìÏè×øÆïËéÆ¬£©
