NpcName	Class	NpcTemplateId	NpcType	NpcCamp	NpcLevel	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	NpcTreasure	NpcDroprate	XPos	YPos	NpcPosFile	Removewhendeath	Quantity	ChangeColorScheme
Gấu Rống	0	980	0	5	65	1	20	20	20	20	20	2	\setting\npc\droprate\droprate007.txt	52928	105312		1		
Cự Quyền Binh	0	975	0	5	65	1	20	20	20	20	20	2	\setting\npc\droprate\droprate007.txt			\setting\map\map_info\funiushan\npc\niulanzhaixianfeng.txt	1		2
to_fotang	1															\setting\map\map_info\funiushan\trap\to_fotang.txt			
Lâu La Ngưu Lan Trại	0	2141	0	5	65	1	20	20	20	20	20	1	\setting\npc\droprate\droprate007.txt			\setting\map\map_info\funiushan\npc\area1.txt	1		2
Đao Thủ Ngưu Lan Trại	0	2142	0	5	65	1	20	20	20	20	20	1	\setting\npc\droprate\droprate007.txt			\setting\map\map_info\funiushan\npc\area2.txt	1		2
Nam Đệ Tử Tà Giáo	0	2143	0	5	65	1	20	20	20	20	20	1	\setting\npc\droprate\droprate007.txt			\setting\map\map_info\funiushan\npc\area3.txt	1		0
Nam Đệ Tử Tà Giáo	0	2143	0	5	65	1	20	20	20	20	20	1	\setting\npc\droprate\droprate007.txt			\setting\map\map_info\funiushan\npc\area4.txt	1		0
to_longmenshiku	1															\setting\map\map_info\funiushan\trap\to_longmenshiku.txt			
to_bianjingfu	1															\setting\map\map_info\funiushan\trap\to_bianjingfu.txt			
to_shugangmijing	1															\setting\map\map_info\funiushan\trap\to_shugangmijing.txt			
to_hanshuigudu	1															\setting\map\map_info\funiushan\trap\to_hanshuigudu.txt			
to_jiguandong	1															\setting\map\map_info\funiushan\trap\to_jiguandong.txt			
to_huanghelou	1															\setting\map\map_info\funiushan\trap\to_huanghelou.txt			
Kim Khoáng Thủ Vệ	0	570	0	5	65	1	20	20	20	20	20	2	\setting\npc\droprate\droprate007.txt			\setting\map\map_info\funiushan\npc\jinkuangshouwei.txt	1		0
Nhã Nhàn	0	578	3	5	60	1	20	20	20	20	20	1		59776	107936		1		
Lý Cầu	0	574	0	5	65	1	20	20	20	20	20	2	\setting\npc\droprate\droprate007.txt	59776	106080		1		3
Chu Đại Bằng	0	573	0	5	65	1	20	20	20	20	20	2	\setting\npc\droprate\droprate007.txt	57344	120736		1		
Đại Tẩu	0	609	0	5	65	1	20	20	20	20	20	2	\setting\npc\droprate\droprate007.txt	53184	121824		1		
Đại Cô	0	610	3	5	60	1	20	20	20	20	20	1		54592	121376		1		
Lão Tổ Mẫu	0	611	0	5	65	1	20	20	20	20	20	2	\setting\npc\droprate\droprate007.txt	53984	120192		1		
Biện Kinh Phủ	0	2525	4	5	1	1	20	20	20	20	20	1		56288	103008		1		
Hoàng Hạc Lâu	0	2525	4	5	1	1	20	20	20	20	20	1		60352	124736		1		
Long Môn Thạch Quật	0	2525	4	5	1	1	20	20	20	20	20	1		51072	104352		1		
Kê Quán Động	0	2525	4	5	1	1	20	20	20	20	20	1		51776	116896		1		
Hán Thủy Cổ Độ	0	2525	4	5	1	1	20	20	20	20	20	1		56480	127040		1		
Sơn Trang	0	2525	4	5	1	1	20	20	20	20	20	1		58112	122240		1		
Tiêu Binh	0	952	0	5	65	1	20	20	20	20	20	2	\setting\npc\droprate\droprate007.txt			\setting\map\map_info\funiushan\npc\niulanzhaishaobing.txt	1		2
Cơ Quan Thú	0	953	0	0	65	1	20	20	20	20	20	2	\setting\npc\droprate\droprate007.txt	58720	122848		1		1
Mại Thán Ông	0	667	3	5	60	1	20	20	20	20	20	1		52000	116896		1		
Ngưu Thúy Hoa	0	951	0	5	65	1	20	20	20	20	20	2	\setting\npc\droprate\droprate007.txt	59200	107968		1		
Thượng Quan Ẩn	0	3031	0	5	65	1	20	20	20	20	20	16		55616	104192				1
Thiệu Thất Sát	0	3032	0	5	65	1	20	20	20	20	20	16		51552	122816				2
Thi Hổ Báo	0	3033	0	5	65	1	20	20	20	20	20	16		58752	126112				
Thạch Cố Kiều	0	3034	0	5	65	1	20	20	20	20	20	16		59968	104960				3
to_shugangmijing	1															\setting\map\map_info\funiushan\trap\to_shugangmijing.txt			
Thục Cương Bí Cảnh	0	2525	4	5	1	1	20	20	20	20	20	1		60352	115072		1		
