Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
5000						140000		½ðÇ®7500
1500						250000		½ðÇ®750
		18	1	1	3	200000		3¼¶Ðþ¾§
		18	1	1	4	210000		4¼¶Ðþ¾§
		18	1	1	5	80000		5¼¶Ðþ¾§
		18	1	1	6	50000		6¼¶Ðþ¾§
		18	1	1	7	8000		7¼¶Ðþ¾§
		18	1	1	8	2000		8¼¶Ðþ¾§
		2	2	85	5	2400		飞刀唐定军刀（5级橙装PvsP）
		2	2	45	5	6800		飞刀唐定军刀（5级紫装PvsP）
		2	2	86	6	1200		飞刀唐狼吻刀（6级橙装PvsP）
		2	2	46	6	3400		飞刀唐狼吻刀（6级紫装PvsP）
		2	2	96	6	1200		袖箭唐点唇箭（6级橙装PvsP）
		2	2	56	6	3400		袖箭唐点唇箭（6级紫装PvsP）
		2	2	95	5	2400		袖箭唐连珠箭（5级橙装PvsP）
		2	2	55	5	6800		袖箭唐连珠箭（5级紫装PvsP）
		2	1	806	5	3600		掌峨穿云缠手（5级橙装PvsP）
		2	1	446	5	10200		掌峨穿云缠手（5级紫装PvsP）
		2	1	807	6	1800		掌峨含光缠手（6级橙装PvsP）
		2	1	447	6	5100		掌峨含光缠手（6级紫装PvsP）
