Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
5000						140000		½ðÇ®7500
1500						220000		½ðÇ®750
		18	1	1	3	200000		3¼¶Ðþ¾§
		18	1	1	4	210000		4¼¶Ðþ¾§
		18	1	1	5	80000		5¼¶Ðþ¾§
		18	1	1	6	30000		6¼¶Ðþ¾§
		18	1	1	7	8000		7¼¶Ðþ¾§
		18	1	1	8	2000		8¼¶Ðþ¾§
		2	1	867	6	800		µ¶À¥ÁÒÑæµ¶£¨6¼¶³È×°PvsP£©
		2	1	507	6	2267		µ¶À¥ÁÒÑæµ¶£¨6¼¶×Ï×°PvsP£©
		2	1	896	5	1600		½£À¥ÁúÈª½££¨5¼¶³È×°PvsP£©
		2	1	876	5	1600		½£ÎäÁúÈª½££¨5¼¶³È×°PvsP£©
		2	1	886	5	1600		ÆøÎäÁúÈª½££¨5¼¶³È×°PvsP£©
		2	1	506	5	4533		µ¶À¥ÔÂÑÀµ¶£¨5¼¶×Ï×°PvsP£©
		2	1	897	6	800		½£À¥ÍòØð½££¨6¼¶³È×°PvsP£©
		2	1	537	6	2267		½£À¥ÍòØð½££¨6¼¶×Ï×°PvsP£©
		2	1	536	5	4533		½£À¥ÁúÈª½££¨5¼¶×Ï×°PvsP£©
		2	1	516	5	4533		½£ÎäÁúÈª½££¨5¼¶×Ï×°PvsP£©
		2	1	877	6	800		½£ÎäÍòØð½££¨6¼¶³È×°PvsP£©
		2	1	517	6	2267		½£ÎäÍòØð½££¨6¼¶×Ï×°PvsP£©
		2	1	526	5	4533		ÆøÎäÁúÈª½££¨5¼¶×Ï×°PvsP£©
		18	1	1	5	50000		5¼¶Ðþ¾§
		2	1	887	6	800		ÆøÎäÍòØð½££¨6¼¶³È×°PvsP£©
		2	1	527	6	2267		ÆøÎäÍòØð½££¨6¼¶×Ï×°PvsP£©
		2	1	1511	5	1600		½£¹ÅÄ¹ÁúÈª½££¨5¼¶³È×°PvsP£©
		2	1	1491	5	4533		½£¹ÅÄ¹ÁúÈª½££¨5¼¶×Ï×°PvsP£©
		2	1	1512	6	800		½£¹ÅÄ¹ÍòØð½££¨6¼¶³È×°PvsP£©
		2	1	1492	6	2267		½£¹ÅÄ¹ÍòØð½££¨6¼¶×Ï×°PvsP£©
		2	2	209	5	1600		Õë¹ÅÄ¹Á¬Öé¼ý£¨5¼¶³È×°PvsP£©
		2	2	189	5	4533		Õë¹ÅÄ¹Á¬Öé¼ý£¨5¼¶×Ï×°PvsP£©
		2	2	210	6	800		Õë¹ÅÄ¹µã´½¼ý£¨6¼¶³È×°PvsP£©
		2	2	190	6	2267		Õë¹ÅÄ¹µã´½¼ý£¨6¼¶×Ï×°PvsP£©
