Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
7500						140000		½ðÇ®7500
2250						260000		½ðÇ®750
		18	1	1	3	200000		3¼¶Ðþ¾§
		18	1	1	4	210000		4¼¶Ðþ¾§
		18	1	1	5	80000		5¼¶Ðþ¾§
		18	1	1	6	50000		6¼¶Ðþ¾§
		18	1	1	7	8000		7¼¶Ðþ¾§
		18	1	1	8	2000		8¼¶Ðþ¾§
		2	1	508	7	2017		µ¶À¥7¼¶×Ïµ¶(PvsP£©
		2	1	509	8	1150		µ¶À¥8¼¶×Ïµ¶(PvsP£©
		2	1	518	7	2017		½£Îä7¼¶×Ï½£(PvsP£©
		2	1	519	8	1150		½£Îä8¼¶×Ï½£(PvsP£©
		2	1	528	7	2016		ÆøÎä7¼¶×Ï½£(PvsP£©
		2	1	529	8	1150		ÆøÎä8¼¶×Ï½£(PvsP£©
		2	1	538	7	2017		½£À¥7¼¶×Ï½£(PvsP£©
		2	1	539	8	1150		½£À¥8¼¶×Ï½£(PvsP£©
		2	1	868	7	667		µ¶À¥7¼¶³Èµ¶(PvsP£©
		2	1	869	8	333		µ¶À¥8¼¶³Èµ¶(PvsP£©
		2	1	878	7	667		½£Îä7¼¶³È½£(PvsP£©
		2	1	879	8	333		½£Îä8¼¶³È½£(PvsP£©
		2	1	888	7	667		ÆøÎä7¼¶³È½£(PvsP£©
		2	1	889	8	333		ÆøÎä8¼¶³È½£(PvsP£©
		2	1	898	7	667		½£À¥7¼¶³È½£(PvsP£©
		2	1	899	8	333		½£À¥8¼¶³È½£(PvsP£©
		2	1	1493	7	2017		½£¹ÅÄ¹7¼¶×Ï½£(PvsP£©
		2	1	1494	8	1150		½£¹ÅÄ¹8¼¶×Ï½£(PvsP£©
		2	2	191	7	2016		Õë¹ÅÄ¹7¼¶×ÏÐä¼ý(PvsP£©
		2	2	192	8	1150		Õë¹ÅÄ¹8¼¶×ÏÐä¼ý(PvsP£©
		2	1	1513	7	667		½£¹ÅÄ¹7¼¶³È½£(PvsP£©
		2	1	1514	8	333		½£¹ÅÄ¹8¼¶³È½£(PvsP£©
		2	2	211	7	667		Õë¹ÅÄ¹7¼¶³ÈÐä¼ý(PvsP£©
		2	2	212	8	333		Õë¹ÅÄ¹8¼¶³ÈÐä¼ý(PvsP£©
