Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
5000						140000		½ðÇ®7500
1500						250000		½ðÇ®750
		18	1	1	3	200000		3¼¶Ðþ¾§
		18	1	1	4	210000		4¼¶Ðþ¾§
		18	1	1	5	80000		5¼¶Ðþ¾§
		18	1	1	6	40000		6¼¶Ðþ¾§
		18	1	1	7	8000		7¼¶Ðþ¾§
		18	1	1	8	2000		8¼¶Ðþ¾§
		2	1	757	6	1500		锤天狼牙锤（6级橙装PvsP）
		2	1	397	6	5255		锤天狼牙锤（6级紫装PvsP）
		2	1	756	5	3000		锤天霹雳锤（5级橙装PvsP）
		2	1	396	5	10510		锤天霹雳锤（5级紫装PvsP）
		2	1	767	6	700		刀毒烈焰刀（6级橙装PvsP）
		2	1	407	6	2630		刀毒烈焰刀（6级紫装PvsP）
		2	1	766	5	1500		刀毒月牙刀（5级橙装PvsP）
		2	1	406	5	5255		刀毒月牙刀（5级紫装PvsP）
		2	1	747	6	1500		枪天豹尾枪（6级橙装PvsP）
		2	1	387	6	5255		枪天豹尾枪（6级紫装PvsP）
		2	1	746	5	3000		枪天金钩枪（5级橙装PvsP）
		2	1	386	5	10510		枪天金钩枪（5级紫装PvsP）
		2	1	776	5	1500		掌毒穿云缠手（5级橙装PvsP）
		2	1	416	5	5255		掌毒穿云缠手（5级紫装PvsP）
		2	1	777	6	700		掌毒含光缠手（6级橙装PvsP）
		2	1	417	6	2630		掌毒含光缠手（6级紫装PvsP）
