Money	BindMoney	Genre	Detail	Particular	Level	RandRate	LuckyRate	Name
7500						140000		½ðÇ®7500
2250						260000		½ðÇ®750
		18	1	1	3	200000		3¼¶Ðþ¾§
		18	1	1	4	210000		4¼¶Ðþ¾§
		18	1	1	5	80000		5¼¶Ðþ¾§
		18	1	1	6	50000		6¼¶Ðþ¾§
		18	1	1	7	8000		7¼¶Ðþ¾§
		18	1	1	8	2000		8¼¶Ðþ¾§
		2	2	47	7	2155		ÏÝÚåÌÆ7¼¶×Ï·Éµ¶(PvsP£©
		2	2	48	8	1295		ÏÝÚåÌÆ8¼¶×Ï·Éµ¶(PvsP£©
		2	2	57	7	2155		Ðä¼ýÌÆ7¼¶×ÏÐä¼ý(PvsP£©
		2	2	58	8	1295		Ðä¼ýÌÆ8¼¶×ÏÐä¼ý(PvsP£©
		2	2	87	7	700		ÏÝÚåÌÆ7¼¶³È·Éµ¶(PvsP£©
		2	2	88	8	400		ÏÝÚåÌÆ8¼¶³È·Éµ¶(PvsP£©
		2	2	97	7	700		Ðä¼ýÌÆ7¼¶³ÈÐä¼ý(PvsP£©
		2	2	98	8	400		Ðä¼ýÌÆ8¼¶³ÈÐä¼ý(PvsP£©
		2	1	408	7	2155		µ¶¶¾7¼¶×Ïµ¶(PvsP£©
		2	1	409	8	1295		µ¶¶¾8¼¶×Ïµ¶(PvsP£©
		2	1	418	7	2155		ÕÆ¶¾7¼¶×ÏÊÖ(PvsP£©
		2	1	419	8	1295		ÕÆ¶¾8¼¶×ÏÊÖ(PvsP£©
		2	1	768	7	700		µ¶¶¾7¼¶³Èµ¶(PvsP£©
		2	1	769	8	400		µ¶¶¾8¼¶³Èµ¶(PvsP£©
		2	1	778	7	700		ÕÆ¶¾7¼¶³ÈÊÖ(PvsP£©
		2	1	779	8	400		ÕÆ¶¾8¼¶³ÈÊÖ(PvsP£©
		2	1	948	7	2155		´¸Ã÷7¼¶×Ï´¸(PvsP£©
		2	1	949	8	1295		´¸Ã÷8¼¶×Ï´¸(PvsP£©
		2	1	958	7	2155		½£Ã÷7¼¶×Ï½£(PvsP£©
		2	1	959	8	1295		½£Ã÷8¼¶×Ï½£(PvsP£©
		2	1	988	7	700		´¸Ã÷7¼¶³È´¸(PvsP£©
		2	1	989	8	400		´¸Ã÷8¼¶³È´¸(PvsP£©
		2	1	998	7	700		½£Ã÷7¼¶³È½£(PvsP£©
		2	1	999	8	400		½£Ã÷8¼¶³È½£(PvsP£©
